player_name,team,class_year,position,games_played,archetype_id,archetype_name,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct,Player,Draft_Prob
Nayo Lear,Dayton Flyers Women's,SR,G,30.0,2,High-Volume Wing/Guard,587906,691654,795402,14.1,0.464,0.273,0.647,0.211,0.076,0.1,1.3,0.285,0.521,Nayo Lear,0.00012137163005266376
Nicole Stephens,Dayton Flyers Women's,SR,G,29.0,4,Efficient Role Player,532527,626503,720478,10.9,0.481,0.366,0.803,0.216,0.058,0.0,0.9,0.173,0.578,Nicole Stephens,6.808236005429529e-05
Charlise Dunn,Davidson Wildcats Women's,SR,G,33.0,0,Elite Two-Way Big,609455,717005,824556,15.3,0.408,0.309,0.835,0.131,0.135,0.7,1.8,0.265,0.517,Charlise Dunn,0.08058168021260569
Kennedy Townsend,Creighton Bluejays Women's,SR,G,31.0,2,High-Volume Wing/Guard,545623,641909,738196,11.7,0.391,0.303,0.765,0.132,0.062,0.4,1.2,0.192,0.497,Kennedy Townsend,8.672843507412877e-06
Grace Boffeli,Creighton Bluejays Women's,SR,F,31.0,3,Interior Specialist,502819,591552,680285,9.2,0.528,0.2,0.76,0.157,0.206,0.9,0.6,0.208,0.573,Grace Boffeli,0.00859249510976832
Emily Pape,Cornell Big Red Women's,SR,F,27.0,2,High-Volume Wing/Guard,518851,610413,701975,10.1,0.346,0.309,0.727,0.151,0.107,0.2,1.2,0.241,0.459,Emily Pape,3.3731978268730382e-06
Paris McBride,Coppin State Eagles Women's,SR,G,33.0,1,Bench Guard/Wing,497858,585716,673573,8.9,0.253,0.279,0.819,0.238,0.057,0.3,1.5,0.192,0.419,Paris McBride,3.259410836067722e-05
Sydney Burris,Coppin State Eagles Women's,SR,F,33.0,3,Interior Specialist,458803,539768,620733,6.7,0.447,0.0,0.703,0.082,0.143,0.9,0.9,0.175,0.493,Sydney Burris,4.4913687534873186e-05
Azzi Fudd,UConn Huskies Women's,SR,G,39.0,2,High-Volume Wing/Guard,645184,759041,872897,17.3,0.481,0.447,0.955,0.176,0.052,0.5,2.5,0.258,0.606,Azzi Fudd,0.9108123394206902
Perri Page,Columbia Lions Women's,SR,G-F,33.0,0,Elite Two-Way Big,596444,701699,806954,14.5,0.54,0.25,0.69,0.157,0.123,0.3,2.5,0.235,0.58,Perri Page,0.6105934556179742
Susie Rafiu,Columbia Lions Women's,SR,F,31.0,3,Interior Specialist,501142,589579,678016,9.1,0.515,0.324,0.646,0.147,0.136,0.5,1.3,0.194,0.553,Susie Rafiu,2.4965115019873226e-05
Lexus Bargesser,Colorado State Rams Women's,SR,G,33.0,0,Elite Two-Way Big,608369,715728,823087,15.2,0.457,0.407,0.824,0.214,0.105,0.6,1.3,0.277,0.551,Lexus Bargesser,0.15742123884480522
Madelyn Bragg,Colorado State Rams Women's,SR,C,35.0,3,Interior Specialist,484600,570117,655635,8.2,0.527,0.0,0.818,0.041,0.094,0.9,0.5,0.18,0.569,Madelyn Bragg,0.00021788795951831568
Hannah Ronsiek,Colorado State Rams Women's,SR,G,35.0,1,Bench Guard/Wing,476737,560867,644997,7.7,0.35,0.316,0.818,0.037,0.092,0.7,1.5,0.147,0.49,Hannah Ronsiek,0.0012822101165761394
Jade Masogayo,Colorado Buffaloes Women's,SR,G,33.0,3,Interior Specialist,538516,633548,728580,11.3,0.489,0.0,0.757,0.151,0.108,0.8,1.0,0.232,0.549,Jade Masogayo,0.012770761992776124
Anaelle Dutat,Colorado Buffaloes Women's,SR,F,34.0,3,Interior Specialist,491788,578574,665360,8.6,0.514,0.1,0.744,0.085,0.152,0.3,1.7,0.155,0.559,Anaelle Dutat,0.15492882120540927
Sophia Tougas,College of Charleston Cougars Women's,SR,G,32.0,1,Bench Guard/Wing,498366,586313,674261,9.0,0.346,0.345,0.688,0.03,0.055,0.3,1.0,0.183,0.481,Sophia Tougas,3.476442480641178e-05
Abbey Ferguson,Colgate Raiders Women's,SR,G-F,31.0,4,Efficient Role Player,572121,673083,774046,4.2,0.451,0.364,0.846,0.052,0.073,0.8,0.7,0.077,0.541,Abbey Ferguson,0.00013067524406871017
Kristin Williams,Coastal Carolina Chanticleers Women's,SR,G,32.0,2,High-Volume Wing/Guard,570622,671320,772018,13.1,0.381,0.367,0.712,0.193,0.055,0.1,1.8,0.206,0.514,Kristin Williams,4.217218642527551e-05
Tracey Hueston,Coastal Carolina Chanticleers Women's,SR,F,32.0,3,Interior Specialist,552951,650531,748110,12.1,0.504,0.269,0.682,0.064,0.163,1.1,0.8,0.286,0.565,Tracey Hueston,0.0007192967871118577
Izabella Zingaro,Cleveland State Vikings Women's,SR,F,36.0,0,Elite Two-Way Big,639542,752402,865263,16.9,0.608,0.222,0.8,0.101,0.168,0.7,0.6,0.295,0.668,Izabella Zingaro,0.008300259079331768
Colbi Maples,Cleveland State Vikings Women's,SR,G,34.0,2,High-Volume Wing/Guard,617755,726770,835786,15.7,0.376,0.308,0.753,0.165,0.03,0.0,1.4,0.289,0.492,Colbi Maples,0.0006932841811142988
Jada Leonard,Cleveland State Vikings Women's,SR,G,34.0,2,High-Volume Wing/Guard,551300,648588,745876,12.0,0.37,0.28,0.817,0.184,0.04,0.0,2.9,0.229,0.484,Jada Leonard,0.00012145039311252024
Mia Moore,Clemson Tigers Women's,SR,G,32.0,2,High-Volume Wing/Guard,575055,676535,778016,13.3,0.458,0.37,0.669,0.317,0.1,0.3,1.3,0.248,0.539,Mia Moore,0.24069580429088663
Taylor Johnson-Matthews,Clemson Tigers Women's,SR,G,33.0,2,High-Volume Wing/Guard,507839,597458,687076,9.5,0.408,0.39,0.776,0.064,0.071,0.1,0.9,0.257,0.507,Taylor Johnson-Matthews,0.0013032493990586182
Rachael Rose,Clemson Tigers Women's,SR,G,32.0,4,Efficient Role Player,491883,578686,665489,8.6,0.45,0.325,0.741,0.178,0.053,0.1,1.0,0.169,0.556,Rachael Rose,0.003212221104559184
Raven Thompson,Clemson Tigers Women's,SR,F,33.0,4,Efficient Role Player,472279,555623,638966,7.5,0.473,0.315,0.875,0.117,0.103,0.1,0.8,0.164,0.549,Raven Thompson,0.002583074641249007
Mya Perry,Cincinnati Bearcats Women's,SR,G,31.0,2,High-Volume Wing/Guard,655739,771458,887176,17.8,0.395,0.357,0.77,0.114,0.04,0.4,1.5,0.271,0.518,Mya Perry,0.003433168505259781
Princess Anderson,Charlotte 49ers Women's,SR,G,31.0,2,High-Volume Wing/Guard,628902,739884,850867,16.4,0.367,0.297,0.73,0.101,0.042,0.2,1.8,0.357,0.456,Princess Anderson,0.0026747606434755268
Tanajah Hayes,Charlotte 49ers Women's,SR,G,32.0,2,High-Volume Wing/Guard,534283,628568,722853,11.0,0.345,0.311,0.848,0.363,0.049,0.2,2.3,0.229,0.445,Tanajah Hayes,1.8824037470494275e-05
Asianae Nicholson,Charlotte 49ers Women's,SR,F,32.0,3,Interior Specialist,448515,527665,606815,6.1,0.397,0.0,0.615,0.038,0.177,0.2,0.9,0.146,0.424,Asianae Nicholson,3.868379552025811e-05
Imani Smith,Charlotte 49ers Women's,SR,G,32.0,1,Bench Guard/Wing,557570,655965,754360,3.4,0.282,0.24,0.792,0.108,0.07,0.5,1.0,0.108,0.429,Imani Smith,2.3680116710008266e-05
Caelan Ellis,Charleston Southern Buccaneers Women's,SR,G,30.0,2,High-Volume Wing/Guard,564242,663814,763387,12.7,0.357,0.35,0.755,0.11,0.03,0.0,0.7,0.239,0.48,Caelan Ellis,7.944812522925862e-05
Demetria Prewitt,Central Michigan Chippewas Women's,SR,F,30.0,3,Interior Specialist,473631,557213,640795,7.5,0.505,0.0,0.6,0.099,0.098,1.0,0.7,0.181,0.522,Demetria Prewitt,0.0007726214245016161
Taylor Anderson,Central Michigan Chippewas Women's,SR,G,30.0,3,Interior Specialist,448586,527748,606910,6.1,0.316,0.314,0.708,0.185,0.201,0.4,1.4,0.166,0.427,Taylor Anderson,0.0006494088458482721
Lucia Noin,Central Connecticut Blue Devils Women's,SR,F,29.0,2,High-Volume Wing/Guard,577522,679438,781354,13.5,0.409,0.292,0.81,0.242,0.093,0.3,1.9,0.266,0.469,Lucia Noin,4.253699874313673e-05
Cierra Pearson,Central Connecticut Blue Devils Women's,SR,G,28.0,1,Bench Guard/Wing,561867,661021,760174,3.6,0.231,0.111,0.615,0.138,0.083,0.5,2.0,0.131,0.289,Cierra Pearson,2.090193877038273e-05
Shae Littleford,Central Arkansas Sugar Bears Women's,SR,G,32.0,2,High-Volume Wing/Guard,591730,696153,800576,14.3,0.378,0.299,0.803,0.143,0.062,0.1,1.5,0.265,0.501,Shae Littleford,1.3697507157428584e-05
Bree Stephens,Central Arkansas Sugar Bears Women's,SR,F,32.0,0,Elite Two-Way Big,523899,616352,708804,10.4,0.429,0.315,0.732,0.185,0.135,1.6,1.6,0.205,0.51,Bree Stephens,0.0019986801228197445
Franka Wittenberg,Canisius Golden Griffins Women's,SR,G,29.0,3,Interior Specialist,501296,589760,678224,9.1,0.39,0.212,0.771,0.238,0.116,0.4,1.0,0.236,0.482,Franka Wittenberg,4.6254409066874003e-05
Gianni Boone,Campbell Fighting Camels Women's,SR,G,32.0,3,Interior Specialist,507033,596510,685986,9.5,0.484,0.154,0.55,0.13,0.083,0.7,0.8,0.197,0.502,Gianni Boone,0.0001383933202990201
Filipa Barros,California Baptist Lancers Women's,SR,G,34.0,0,Elite Two-Way Big,534250,628530,722809,11.0,0.4,0.407,0.795,0.269,0.154,0.3,2.7,0.184,0.541,Filipa Barros,0.08959451809697262
Emma Johansson,California Baptist Lancers Women's,SR,F-C,34.0,0,Elite Two-Way Big,522423,614615,706807,10.4,0.447,0.261,0.725,0.148,0.123,2.7,0.9,0.218,0.516,Emma Johansson,0.0020870274668742307
Sakima Walker,California Golden Bears Women's,SR,C,36.0,3,Interior Specialist,560609,659540,758471,12.5,0.567,0.0,0.593,0.12,0.144,1.5,0.4,0.249,0.573,Sakima Walker,0.0043032022388543945
Mariona Cos-Morales,Cal State Northridge Matadors Women's,SR,G-F,30.0,1,Bench Guard/Wing,574070,675377,776683,4.3,0.366,0.196,0.389,0.116,0.088,0.8,1.1,0.152,0.396,Mariona Cos-Morales,2.97607870230027e-05
Kya Pearson,Cal State Fullerton Titans Women's,SR,G,32.0,2,High-Volume Wing/Guard,483262,568544,653825,8.1,0.374,0.284,0.821,0.23,0.057,0.4,2.6,0.189,0.476,Kya Pearson,4.904326171803679e-05
Marley Langi,Cal State Bakersfield Roadrunners Women's,SR,G-F,30.0,1,Bench Guard/Wing,530234,623805,717376,10.8,0.319,0.308,0.803,0.073,0.069,0.2,0.8,0.266,0.439,Marley Langi,0.00016076498996370547
Maria Dias,Cal State Bakersfield Roadrunners Women's,SR,G,30.0,1,Bench Guard/Wing,509313,599192,689070,9.6,0.333,0.294,0.722,0.084,0.051,0.1,0.7,0.246,0.411,Maria Dias,5.622490609862499e-05
Mimi Rubino,Bryant Bulldogs Women's,SR,G,30.0,1,Bench Guard/Wing,533151,627237,721322,11.0,0.345,0.354,0.673,0.131,0.072,0.1,1.0,0.225,0.451,Mimi Rubino,1.9820044184899605e-05
Maranda Nyborg,Bryant Bulldogs Women's,SR,F,30.0,3,Interior Specialist,515690,606694,697698,10.0,0.5,0.0,0.732,0.147,0.084,0.9,0.6,0.209,0.525,Maranda Nyborg,0.00018587903091536392
Alyssa Moreland,Brown Bears Women's,SR,F,27.0,3,Interior Specialist,541529,637093,732657,11.4,0.506,0.0,0.427,0.206,0.202,1.0,2.2,0.257,0.497,Alyssa Moreland,0.010503128182189188
Elizabeth Nelson,Brown Bears Women's,SR,F,27.0,1,Bench Guard/Wing,440541,518284,596027,5.6,0.317,0.327,0.815,0.062,0.041,0.9,0.6,0.126,0.478,Elizabeth Nelson,0.00010540835423705502
Kaylen Nelson,Bradley Braves Women's,SR,G-F,33.0,2,High-Volume Wing/Guard,661972,778791,895609,18.2,0.391,0.386,0.875,0.1,0.081,0.4,1.2,0.274,0.536,Kaylen Nelson,0.0026294760115075483
Tamia Perryman,Bradley Braves Women's,SR,,32.0,4,Efficient Role Player,492963,579956,666950,8.7,0.403,0.36,0.698,0.115,0.069,0.2,1.2,0.184,0.517,Tamia Perryman,1.5628770726836217e-05
Anastasiia Semenova,Boston University Terriers Women's,SR,F,28.0,3,Interior Specialist,498907,586950,674992,9.0,0.498,0.224,0.846,0.069,0.121,0.7,0.2,0.204,0.554,Anastasiia Semenova,0.00017032396262992868
Kayla Rolph,Boston College Eagles Women's,SR,F,31.0,1,Bench Guard/Wing,471123,554262,637402,7.4,0.38,0.317,0.654,0.065,0.099,0.2,0.5,0.149,0.474,Kayla Rolph,0.0006683652226498484
Erin Houpt,Boston College Eagles Women's,SR,G,31.0,4,Efficient Role Player,467255,549712,632169,7.2,0.4,0.404,0.914,0.049,0.05,0.0,0.5,0.13,0.623,Erin Houpt,0.000678389436599881
Tatum Thompson,Boise State Broncos Women's,SR,G,34.0,0,Elite Two-Way Big,589862,693956,798049,14.2,0.479,0.324,0.743,0.186,0.127,0.4,1.1,0.241,0.537,Tatum Thompson,0.0015936860764474035
Natalie Pasco,Boise State Broncos Women's,SR,G,34.0,4,Efficient Role Player,560118,658963,757807,12.5,0.457,0.437,0.796,0.093,0.065,0.1,0.8,0.179,0.593,Natalie Pasco,0.0007151337577670599
Dani Bayes,Boise State Broncos Women's,SR,G,34.0,2,High-Volume Wing/Guard,556484,654687,752890,12.3,0.408,0.391,0.781,0.202,0.083,0.5,1.5,0.234,0.538,Dani Bayes,2.7342468703033792e-05
Mya Hansen,Boise State Broncos Women's,SR,G,34.0,1,Bench Guard/Wing,464999,547058,629117,7.0,0.377,0.366,0.786,0.264,0.055,0.1,0.7,0.156,0.515,Mya Hansen,0.0007316543792191371
Meghan Casey,Binghamton Bearcats Women's,SR,G,33.0,4,Efficient Role Player,481127,566032,650937,8.0,0.447,0.362,0.607,0.168,0.047,0.0,1.2,0.149,0.525,Meghan Casey,1.1488674077212962e-05
Daimoni Dorsey,Bethune-Cookman Wildcats Women's,SR,G,33.0,1,Bench Guard/Wing,504684,593745,682807,9.3,0.367,0.282,0.879,0.097,0.057,0.3,1.4,0.191,0.472,Daimoni Dorsey,1.777149481463743e-05
Kailyn Peters,Bethune-Cookman Wildcats Women's,SR,G,33.0,1,Bench Guard/Wing,457252,537944,618636,6.6,0.409,0.225,0.687,0.136,0.086,0.2,1.2,0.208,0.472,Kailyn Peters,2.136919655645215e-05
Avery Strickland,Belmont Bruins Women's,SR,G,32.0,2,High-Volume Wing/Guard,569515,670018,770520,13.0,0.442,0.305,0.761,0.117,0.066,0.1,0.9,0.219,0.553,Avery Strickland,9.462515063011553e-05
Tuti Jones,Belmont Bruins Women's,SR,G,32.0,2,High-Volume Wing/Guard,508661,598425,688189,9.6,0.376,0.321,0.758,0.224,0.078,0.2,3.2,0.158,0.504,Tuti Jones,0.0006420397570159825
Darianna Littlepage-Buggs,Baylor Bears Women's,SR,G-F,34.0,3,Interior Specialist,527560,620658,713757,10.6,0.519,0.3,0.61,0.142,0.183,0.7,1.1,0.2,0.546,Darianna Littlepage-Buggs,0.17776069319193008
Bella Fontleroy,Baylor Bears Women's,SR,G,34.0,0,Elite Two-Way Big,498398,586351,674304,9.0,0.338,0.259,0.8,0.07,0.114,1.3,1.5,0.21,0.447,Bella Fontleroy,0.008922551801400991
Jana Van Gytenbeek,Baylor Bears Women's,SR,G,34.0,1,Bench Guard/Wing,471546,554760,637974,7.4,0.359,0.353,0.731,0.341,0.04,0.1,1.0,0.153,0.493,Jana Van Gytenbeek,0.0029390634430699904
Bree Salenbien,Ball State Cardinals Women's,SR,G,32.0,0,Elite Two-Way Big,618580,727742,836903,15.8,0.463,0.343,0.833,0.248,0.133,0.9,1.6,0.268,0.581,Bree Salenbien,0.11647033372739146
Mya Williams,Austin Peay Governors Women's,SR,G,31.0,2,High-Volume Wing/Guard,484425,569912,655399,8.2,0.357,0.355,0.75,0.131,0.045,0.0,1.2,0.194,0.506,Mya Williams,5.695087028770097e-06
Janiah Newell,Austin Peay Governors Women's,SR,G,33.0,1,Bench Guard/Wing,457769,538552,619335,6.6,0.326,0.313,0.792,0.151,0.043,0.1,1.0,0.191,0.458,Janiah Newell,1.2602971543828344e-05
Kaitlyn Duhon,Auburn Tigers Women's,SR,G,32.0,0,Elite Two-Way Big,516270,607377,698483,10.0,0.407,0.276,0.788,0.065,0.086,0.8,3.2,0.187,0.513,Kaitlyn Duhon,0.07830959899059138
Mya Petticord,Auburn Tigers Women's,SR,G,30.0,1,Bench Guard/Wing,477064,561252,645440,7.7,0.339,0.291,0.886,0.069,0.046,0.0,0.5,0.2,0.462,Mya Petticord,0.002055486941857421
Reese Ericson,Army Black Knights Women's,SR,G,34.0,2,High-Volume Wing/Guard,535796,630349,724901,11.1,0.405,0.403,0.667,0.187,0.038,0.0,0.9,0.181,0.566,Reese Ericson,4.636488223514677e-05
Briontanay Marshall,Arkansas-Pine Bluff Golden Lions Women's,SR,C,31.0,1,Bench Guard/Wing,559586,658336,757087,3.5,0.311,0.0,0.552,0.066,0.11,0.5,0.8,0.12,0.361,Briontanay Marshall,0.0001006874520280274
Zyion Shannon,Arkansas State Red Wolves Women's,SR,G,37.0,2,High-Volume Wing/Guard,564178,663739,763300,12.7,0.363,0.272,0.777,0.107,0.084,0.2,2.3,0.284,0.475,Zyion Shannon,0.0006626515259948981
Wynter Rogers,Arkansas State Red Wolves Women's,SR,G,37.0,3,Interior Specialist,449750,529117,608485,6.1,0.487,0.0,0.529,0.082,0.133,0.5,1.3,0.134,0.499,Wynter Rogers,5.8956653243527504e-05
Taleyah Jones,Arkansas Razorbacks Women's,SR,G,30.0,2,High-Volume Wing/Guard,641752,755002,868252,17.1,0.447,0.385,0.85,0.13,0.061,0.5,1.2,0.232,0.575,Taleyah Jones,0.12415002666229669
Wyvette Mayberry,Arkansas Razorbacks Women's,SR,G,28.0,1,Bench Guard/Wing,462055,543594,625133,6.9,0.326,0.327,0.837,0.146,0.034,0.1,1.1,0.176,0.47,Wyvette Mayberry,0.0006270748548036414
Marley Washenitz,Arizona State Sun Devils Women's,SR,G,35.0,2,High-Volume Wing/Guard,480174,564911,649647,7.9,0.368,0.312,0.759,0.148,0.069,0.2,1.9,0.163,0.483,Marley Washenitz,0.0006481047593367769
Last-Tear Poa,Arizona State Sun Devils Women's,SR,G,32.0,1,Bench Guard/Wing,581852,684532,787212,4.7,0.353,0.319,0.841,0.285,0.087,0.2,0.8,0.16,0.514,Last-Tear Poa,9.313485487247781e-05
Lani Cornfield,Arizona Wildcats Women's,SR,G,29.0,2,High-Volume Wing/Guard,590405,694594,798783,14.2,0.413,0.186,0.824,0.394,0.057,0.1,2.6,0.25,0.49,Lani Cornfield,0.0006776093216252756
Nora Francois,Arizona Wildcats Women's,SR,C,29.0,3,Interior Specialist,445111,523660,602209,5.9,0.504,0.0,0.654,0.131,0.118,0.6,1.4,0.168,0.532,Nora Francois,0.0007350104709637397
Emma Smith,Appalachian State Mountaineers Women's,SR,G,30.0,2,High-Volume Wing/Guard,528485,621747,715009,10.7,0.471,0.382,0.743,0.227,0.103,0.1,2.1,0.173,0.579,Emma Smith,0.0006187684791841996
Elena Pericic,Appalachian State Mountaineers Women's,SR,G-F,30.0,1,Bench Guard/Wing,481075,565971,650866,8.0,0.398,0.303,0.68,0.148,0.089,0.3,0.7,0.189,0.509,Elena Pericic,3.201200215104568e-05
Anna Rescifina,American Eagles Women's,SR,G,30.0,1,Bench Guard/Wing,448019,527082,606144,6.0,0.429,0.182,0.782,0.114,0.073,0.2,0.6,0.15,0.502,Anna Rescifina,6.771379998645536e-05
Nakia Cheatham,Alcorn State Lady Braves Women's,SR,G-F,31.0,0,Elite Two-Way Big,573535,674747,775959,13.3,0.425,0.286,0.651,0.169,0.135,1.1,2.4,0.249,0.499,Nakia Cheatham,8.37532702037305e-05
Kiarra Henderson,Alcorn State Lady Braves Women's,SR,G-F,31.0,0,Elite Two-Way Big,522456,614654,706852,10.4,0.465,0.222,0.682,0.363,0.11,0.6,2.0,0.206,0.514,Kiarra Henderson,2.159100150272842e-05
Maya Claytor,Alcorn State Lady Braves Women's,SR,G,31.0,1,Bench Guard/Wing,480539,565340,650141,7.9,0.343,0.348,0.647,0.089,0.043,0.1,0.6,0.14,0.504,Maya Claytor,0.0006607108830030468
Julia Palomo,Albany (NY) Great Danes Women's,SR,G,30.0,4,Efficient Role Player,446321,525083,603846,5.9,0.407,0.374,0.722,0.137,0.074,0.0,1.3,0.119,0.549,Julia Palomo,4.835412862504782e-06
Gabriela Falcao,Albany (NY) Great Danes Women's,SR,C,30.0,1,Bench Guard/Wing,570987,671750,772512,4.1,0.424,0.2,0.357,0.229,0.11,0.7,0.8,0.141,0.423,Gabriela Falcao,0.00011663051791953098
Kalia Walker,Alabama A&M Lady Bulldogs Women's,SR,G,28.0,2,High-Volume Wing/Guard,596271,701495,806719,14.5,0.414,0.333,0.87,0.153,0.047,0.0,1.5,0.219,0.588,Kalia Walker,2.2848176744533867e-05
Moses Davenport,Alabama A&M Lady Bulldogs Women's,SR,C,27.0,3,Interior Specialist,518206,609654,701102,10.1,0.557,0.091,0.613,0.143,0.151,0.9,0.9,0.222,0.572,Moses Davenport,0.0019489373857379084
Rakiyah Beal,Alabama A&M Lady Bulldogs Women's,SR,G,33.0,1,Bench Guard/Wing,461907,543420,624933,6.8,0.34,0.269,0.571,0.117,0.06,0.3,0.8,0.208,0.411,Rakiyah Beal,5.9387016872089554e-05
Jessica Timmons,Alabama Crimson Tide Women's,SR,G,35.0,2,High-Volume Wing/Guard,628171,739025,849879,16.3,0.434,0.394,0.846,0.157,0.079,0.0,0.8,0.257,0.57,Jessica Timmons,0.37982005120645934
Ta'Mia Scott,Alabama Crimson Tide Women's,SR,G,35.0,4,Efficient Role Player,507328,596856,686385,9.5,0.432,0.374,0.6,0.093,0.071,0.9,0.9,0.197,0.527,Ta'Mia Scott,0.11732013143590118
Karly Weathers,Alabama Crimson Tide Women's,SR,G,35.0,2,High-Volume Wing/Guard,498413,586368,674323,9.0,0.418,0.358,0.71,0.196,0.1,0.4,1.8,0.151,0.542,Karly Weathers,0.20672852865727986
Milahnie Perry,Air Force Falcons Women's,SR,G,33.0,2,High-Volume Wing/Guard,649871,764554,879237,17.5,0.391,0.284,0.738,0.242,0.069,0.2,1.4,0.319,0.465,Milahnie Perry,0.0013725108865116277
Emily Adams,Air Force Falcons Women's,SR,F,35.0,0,Elite Two-Way Big,502867,591608,680349,9.2,0.422,0.625,0.721,0.107,0.118,0.3,1.0,0.235,0.47,Emily Adams,7.149059235724475e-05
Breanna Davis,Abilene Christian Wildcats Women's,SR,G,35.0,1,Bench Guard/Wing,439699,517293,594887,5.5,0.392,0.36,0.698,0.176,0.037,0.1,0.9,0.134,0.507,Breanna Davis,9.890773759524726e-05
