player_name,team,class_year,position,games_played,archetype_id,archetype_name,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct,Player,Draft_Prob
Indya Nivar,UNC Tar Heels Women's,SR,G,35.0,0,Elite Two-Way Big,526737,619691,712644,10.6,0.451,0.313,0.6,0.233,0.101,0.5,2.7,0.22,0.506,Indya Nivar,0.8360833945600135
Alexsandra Alvarado,North Alabama Lions Women's,SR,G,31.0,2,High-Volume Wing/Guard,582127,684856,787584,13.7,0.388,0.303,0.764,0.243,0.065,0.3,1.3,0.262,0.506,Alexsandra Alvarado,4.09478753840896e-05
Jasha Clinton,Norfolk State Spartans Women's,SR,G,33.0,2,High-Volume Wing/Guard,571109,671893,772677,13.1,0.417,0.241,0.748,0.277,0.063,0.4,3.5,0.243,0.482,Jasha Clinton,0.00021520801891757198
Sh'Diamond McKnight,Nicholls State Colonels Women's,SR,G,31.0,2,High-Volume Wing/Guard,555848,653939,752030,12.3,0.339,0.248,0.717,0.185,0.078,0.1,1.8,0.334,0.431,Sh'Diamond McKnight,3.755486181857707e-05
Emani Burks,Nicholls State Colonels Women's,SR,F,31.0,3,Interior Specialist,429433,505216,580998,4.9,0.424,0.263,0.565,0.105,0.139,1.0,1.2,0.146,0.461,Emani Burks,1.438061609885122e-05
Talia Dial,Niagara Purple Eagles Women's,SR,F,29.0,1,Bench Guard/Wing,546444,642876,739307,11.7,0.305,0.289,0.797,0.08,0.032,0.2,1.1,0.224,0.429,Talia Dial,5.4596300302178466e-05
Lauren Banks,New Orleans Privateers Women's,SR,G,30.0,1,Bench Guard/Wing,502950,591705,680461,9.2,0.323,0.238,0.771,0.088,0.093,0.4,1.1,0.192,0.432,Lauren Banks,1.3726865924455238e-05
Braille Washington,New Orleans Privateers Women's,SR,G,28.0,1,Bench Guard/Wing,513784,604451,695119,9.9,0.307,0.294,0.629,0.118,0.05,0.1,1.3,0.269,0.385,Braille Washington,2.3546473795735533e-05
Shanihya Brown,New Orleans Privateers Women's,SR,G,29.0,2,High-Volume Wing/Guard,506678,596092,685506,9.4,0.385,0.222,0.678,0.332,0.055,0.0,2.4,0.24,0.459,Shanihya Brown,3.299406870036553e-05
Jayla Kimbrough,New Orleans Privateers Women's,SR,G,28.0,1,Bench Guard/Wing,468163,550780,633397,7.2,0.328,0.045,0.723,0.084,0.107,0.5,0.8,0.225,0.38,Jayla Kimbrough,4.6866064637329345e-05
Lucia Yenes,New Mexico State Aggies Women's,SR,F,30.0,0,Elite Two-Way Big,561296,660348,759401,12.6,0.423,0.293,0.75,0.126,0.104,0.8,1.5,0.269,0.475,Lucia Yenes,3.4697772595167926e-05
Anna Csenyi,New Mexico State Aggies Women's,SR,G,30.0,1,Bench Guard/Wing,440102,517767,595433,5.6,0.321,0.275,0.632,0.048,0.025,0.2,0.6,0.173,0.42,Anna Csenyi,9.06976536677114e-05
Loes Rozing,New Mexico State Aggies Women's,SR,G,30.0,1,Bench Guard/Wing,557416,655784,754151,3.4,0.32,0.25,0.5,0.071,0.066,0.1,0.9,0.119,0.381,Loes Rozing,4.264048222111838e-05
Alyssa Hargrove,New Mexico Lobos Women's,SR,G,32.0,1,Bench Guard/Wing,456494,537051,617609,6.5,0.348,0.259,0.76,0.192,0.069,0.4,1.6,0.179,0.432,Alyssa Hargrove,6.78212847219658e-06
Lindsay Hogan,New Haven Chargers Women's,SR,F,27.0,2,High-Volume Wing/Guard,548691,645519,742347,11.9,0.387,0.288,0.806,0.171,0.09,0.5,1.0,0.213,0.477,Lindsay Hogan,4.384063861782584e-05
Aaliyah Alexander,UNLV Rebels Women's,SR,G,32.0,1,Bench Guard/Wing,539213,634369,729524,11.3,0.366,0.375,0.857,0.194,0.04,0.1,0.8,0.204,0.504,Aaliyah Alexander,5.757940327173189e-05
Shelbee Brown,UNLV Rebels Women's,SR,F,32.0,3,Interior Specialist,533735,627924,722112,11.0,0.511,0.0,0.707,0.132,0.202,0.2,1.9,0.244,0.552,Shelbee Brown,0.001994868294365311
Mariah Elohim,UNLV Rebels Women's,SR,G,32.0,1,Bench Guard/Wing,476277,560326,644375,7.7,0.373,0.372,0.9,0.126,0.026,0.1,0.4,0.155,0.518,Mariah Elohim,0.0006942987977602242
Callin Hake,Nebraska Cornhuskers Women's,SR,G,32.0,2,High-Volume Wing/Guard,468239,550870,633500,7.2,0.372,0.349,0.88,0.204,0.056,0.2,1.3,0.146,0.538,Callin Hake,0.023754592847095534
Sharnecce Currie-Jelks,Murray State Racers Women's,SR,F,35.0,0,Elite Two-Way Big,647267,761490,875714,17.4,0.551,0.27,0.756,0.12,0.206,1.1,1.3,0.254,0.606,Sharnecce Currie-Jelks,0.007054025573487134
Briley Pena,Murray State Racers Women's,SR,G,34.0,1,Bench Guard/Wing,428041,503578,579115,4.9,0.336,0.308,0.852,0.059,0.038,0.1,0.6,0.087,0.501,Briley Pena,0.0013416408218791837
Giana Hoddinott,Mount St. Mary's Mountaineers Women's,SR,G,30.0,1,Bench Guard/Wing,459941,541107,622273,6.7,0.33,0.294,0.844,0.195,0.037,0.0,1.6,0.165,0.45,Giana Hoddinott,8.628552756022616e-06
Jaedyn Jamison,Mount St. Mary's Mountaineers Women's,SR,F,30.0,1,Bench Guard/Wing,432210,508482,584754,5.1,0.386,0.339,0.553,0.094,0.087,0.6,1.3,0.128,0.469,Jaedyn Jamison,9.75604282497688e-06
Mihjae Hayes,Morgan State Bears Women's,SR,G,31.0,1,Bench Guard/Wing,443073,521262,599452,5.7,0.346,0.293,0.75,0.328,0.042,0.0,1.5,0.179,0.433,Mihjae Hayes,2.1972024471100306e-05
Kateryna Dike,Morehead State Eagles Women's,SR,F,33.0,0,Elite Two-Way Big,589958,694068,798178,14.2,0.482,0.329,0.689,0.121,0.158,0.7,1.2,0.303,0.551,Kateryna Dike,6.764208579230039e-05
Laura Toffali,Morehead State Eagles Women's,SR,G,33.0,2,High-Volume Wing/Guard,558781,657389,755997,12.4,0.415,0.204,0.682,0.131,0.083,0.2,3.1,0.227,0.502,Laura Toffali,8.257084649520426e-05
Marie Sepp,Morehead State Eagles Women's,SR,G,31.0,2,High-Volume Wing/Guard,519080,610683,702285,10.2,0.419,0.227,0.568,0.292,0.086,0.1,1.3,0.211,0.478,Marie Sepp,1.3502566284676756e-05
Alexis Andrews,Monmouth Hawks Women's,SR,G,33.0,1,Bench Guard/Wing,529492,622932,716372,10.8,0.325,0.256,0.696,0.127,0.039,0.1,1.0,0.215,0.428,Alexis Andrews,7.018795661618454e-05
Ella Farrelly,Monmouth Hawks Women's,SR,F,33.0,3,Interior Specialist,570258,670892,771526,4.1,0.378,0.194,0.583,0.089,0.123,0.8,0.7,0.104,0.434,Ella Farrelly,1.5863374875693652e-05
Faith Lee,Missouri State Lady Bears Women's,SR,F,36.0,1,Bench Guard/Wing,470202,553178,636155,7.3,0.366,0.111,0.746,0.069,0.062,0.1,0.8,0.237,0.406,Faith Lee,0.00013549809817254533
Cady Pauley,Missouri State Lady Bears Women's,SR,G,27.0,1,Bench Guard/Wing,446824,525675,604527,6.0,0.348,0.27,0.852,0.125,0.064,0.2,0.7,0.168,0.5,Cady Pauley,4.649752040885967e-05
Maycee James,Missouri State Lady Bears Women's,SR,G,36.0,1,Bench Guard/Wing,550627,647796,744966,3.0,0.29,0.214,0.653,0.207,0.07,0.2,2.4,0.119,0.402,Maycee James,0.0026516874249029724
Jordana Reisma,Missouri Tigers Women's,SR,F,29.0,4,Efficient Role Player,523485,615865,708244,10.4,0.545,0.368,0.69,0.115,0.103,0.6,0.6,0.188,0.603,Jordana Reisma,0.0013630533297870559
Jayla Smith,Missouri Tigers Women's,SR,G,33.0,4,Efficient Role Player,477481,561742,646003,7.8,0.435,0.296,0.882,0.082,0.064,0.8,1.0,0.17,0.549,Jayla Smith,0.002585483008358993
Ariel Jefferson,Mississippi Valley State Devilettes Women's,SR,F,31.0,3,Interior Specialist,497233,584980,672726,8.9,0.386,0.264,0.663,0.03,0.119,0.5,1.0,0.204,0.469,Ariel Jefferson,2.5060564881842512e-05
Janiya Jones,Mississippi Valley State Devilettes Women's,SR,G,31.0,1,Bench Guard/Wing,470017,552962,635906,7.3,0.268,0.256,0.73,0.12,0.06,0.2,1.0,0.185,0.387,Janiya Jones,1.614748771611683e-05
Destiney McPhaul,Mississippi State Bulldogs Women's,SR,G,31.0,2,High-Volume Wing/Guard,506176,595501,684826,9.4,0.426,0.311,0.759,0.257,0.043,0.2,1.5,0.179,0.528,Destiney McPhaul,0.0012666702556761475
Kharyssa Richardson,Mississippi State Bulldogs Women's,SR,F,30.0,3,Interior Specialist,505840,595106,684372,9.4,0.418,0.333,0.773,0.043,0.097,0.3,0.6,0.225,0.495,Kharyssa Richardson,0.0008286990772256993
Trayanna Crisp,Mississippi State Bulldogs Women's,SR,G,30.0,2,High-Volume Wing/Guard,493719,580846,667972,8.7,0.383,0.371,0.846,0.166,0.04,0.0,0.9,0.163,0.547,Trayanna Crisp,3.515130221797799e-05
Chandler Prater,Mississippi State Bulldogs Women's,SR,F,30.0,0,Elite Two-Way Big,483370,568670,653971,8.1,0.424,0.348,0.836,0.146,0.123,0.2,1.3,0.201,0.526,Chandler Prater,0.03687768352586999
Cotie McMahon,Ole Miss Rebels Women's,SR,F,36.0,2,High-Volume Wing/Guard,686521,807671,928822,19.5,0.451,0.286,0.735,0.229,0.095,0.4,1.1,0.325,0.533,Cotie McMahon,0.9173755955259552
Latasha Lattimore,Ole Miss Rebels Women's,SR,F,36.0,0,Elite Two-Way Big,531303,625063,718822,10.9,0.482,0.319,0.711,0.077,0.129,2.1,0.6,0.211,0.545,Latasha Lattimore,0.20910203294238325
Debreasha Powe,Ole Miss Rebels Women's,SR,G-F,36.0,1,Bench Guard/Wing,440855,518653,596451,5.6,0.348,0.278,0.967,0.085,0.053,0.7,0.7,0.109,0.476,Debreasha Powe,0.0103200628777008
Mara Braun,Minnesota Golden Gophers Women's,SR,G,33.0,2,High-Volume Wing/Guard,545967,642314,738661,11.7,0.396,0.347,0.898,0.129,0.072,0.6,1.3,0.191,0.516,Mara Braun,0.18671625871053169
Amaya Battle,Minnesota Golden Gophers Women's,SR,G,33.0,0,Elite Two-Way Big,535859,630422,724986,11.1,0.383,0.317,0.831,0.203,0.138,0.3,1.2,0.231,0.449,Amaya Battle,0.0588711406959935
Brylee Glenn,Minnesota Golden Gophers Women's,SR,G,33.0,1,Bench Guard/Wing,455186,535513,615840,6.5,0.411,0.279,0.641,0.143,0.069,0.2,1.2,0.178,0.458,Brylee Glenn,0.02397857245720629
Grace Lomen,Milwaukee Panthers Women's,SR,F,31.0,2,High-Volume Wing/Guard,528090,621283,714475,10.7,0.383,0.361,0.838,0.126,0.093,0.0,1.0,0.288,0.506,Grace Lomen,2.8490999323413655e-05
Alayna Contreras,Middle Tennessee Blue Raiders Women's,SR,G,33.0,2,High-Volume Wing/Guard,592119,696610,801102,14.3,0.378,0.35,0.85,0.183,0.04,0.1,1.5,0.268,0.504,Alayna Contreras,1.7235603403922883e-05
Grace VanSlooten,Michigan State Spartans Women's,SR,F,32.0,0,Elite Two-Way Big,605689,712575,819461,15.1,0.5,0.5,0.659,0.145,0.137,1.0,1.9,0.264,0.527,Grace VanSlooten,0.571314316031846
Jalyn Brown,Michigan State Spartans Women's,SR,G,32.0,4,Efficient Role Player,534830,629212,723594,11.1,0.519,0.413,0.721,0.104,0.059,0.3,0.9,0.203,0.601,Jalyn Brown,0.01058193062276342
Emma Shumate,Michigan State Spartans Women's,SR,G,32.0,4,Efficient Role Player,453831,533919,614007,6.4,0.43,0.415,0.5,0.053,0.053,0.7,0.8,0.109,0.619,Emma Shumate,0.11490262632297914
Brooke Quarles-Daniels,Michigan Wolverines Women's,SR,F,35.0,3,Interior Specialist,445512,524132,602752,5.9,0.48,0.0,0.609,0.164,0.118,0.2,2.5,0.128,0.505,Brooke Quarles-Daniels,0.4772151510320454
Amber Scalia,Miami (OH) RedHawks Women's,SR,G,35.0,2,High-Volume Wing/Guard,581128,683680,786232,13.7,0.417,0.342,0.816,0.159,0.056,0.1,0.9,0.237,0.55,Amber Scalia,0.0002461396908455138
Ra Shaya Kyle,Miami (FL) Hurricanes Women's,SR,C,32.0,3,Interior Specialist,627576,738325,849073,16.3,0.558,0.0,0.709,0.138,0.197,0.7,0.4,0.275,0.599,Ra Shaya Kyle,0.08156986091961813
Lydia Melashenko,Merrimack Warriors Women's,SR,G,32.0,2,High-Volume Wing/Guard,532641,626636,720631,10.9,0.342,0.351,0.816,0.096,0.045,0.0,1.3,0.185,0.502,Lydia Melashenko,1.2067312640669834e-05
Oralye Kiefer,Merrimack Warriors Women's,SR,F,30.0,0,Elite Two-Way Big,519755,611477,703198,10.2,0.403,0.284,0.804,0.101,0.103,2.3,0.5,0.198,0.486,Oralye Kiefer,0.001360301832827372
Se'Lah Reddick,Merrimack Warriors Women's,SR,G,30.0,1,Bench Guard/Wing,469060,551835,634610,7.3,0.427,0.241,0.676,0.165,0.084,0.3,1.1,0.164,0.463,Se'Lah Reddick,4.853365563201615e-05
Molly Manion,Merrimack Warriors Women's,SR,G,32.0,4,Efficient Role Player,443210,521423,599637,5.8,0.467,0.356,0.5,0.087,0.048,0.4,0.6,0.135,0.545,Molly Manion,6.537370719342826e-05
Jenna Van Schaik,Mercyhurst Lakers Women's,SR,G,31.0,2,High-Volume Wing/Guard,584422,687556,790689,13.9,0.467,0.346,0.793,0.256,0.057,0.3,1.5,0.236,0.573,Jenna Van Schaik,3.003294953716115e-05
Nahawa Diarra Berthe,Mercer Bears Women's,SR,G,29.0,2,High-Volume Wing/Guard,534339,628634,722929,11.0,0.338,0.343,0.757,0.15,0.093,0.0,1.7,0.222,0.448,Nahawa Diarra Berthe,1.227182608565329e-05
Ariana Bennett,Mercer Bears Women's,SR,F,28.0,3,Interior Specialist,518137,609573,701009,10.1,0.447,0.0,0.775,0.068,0.096,1.0,0.7,0.247,0.512,Ariana Bennett,0.0007190431191425751
Arianna Patton,McNeese Cowgirls Women's,SR,G,35.0,2,High-Volume Wing/Guard,534236,628512,722789,11.0,0.404,0.399,0.833,0.082,0.029,0.0,1.4,0.196,0.561,Arianna Patton,0.0006579728490820417
Jen Pierre,McNeese Cowgirls Women's,SR,G,34.0,2,High-Volume Wing/Guard,510130,600154,690177,9.6,0.429,0.275,0.711,0.332,0.056,0.0,2.1,0.241,0.489,Jen Pierre,0.0012638469005240704
Allasia Washington,McNeese Cowgirls Women's,SR,G,35.0,1,Bench Guard/Wing,436314,513311,590307,5.3,0.304,0.279,0.753,0.128,0.075,0.0,1.6,0.163,0.43,Allasia Washington,6.525089602969901e-06
Jaini Edmonds,UMass-Lowell River Hawks Women's,SR,G,29.0,2,High-Volume Wing/Guard,576298,677998,779697,13.4,0.361,0.258,0.816,0.231,0.061,0.2,0.9,0.288,0.459,Jaini Edmonds,0.00034175228610540983
Sabrina Larsson,UMass-Lowell River Hawks Women's,SR,G,29.0,1,Bench Guard/Wing,477499,561763,646027,7.8,0.37,0.351,0.682,0.08,0.063,0.3,0.8,0.146,0.508,Sabrina Larsson,7.906128742581058e-05
Megan Olbrys,UMass Minutewomen Women's,SR,F,30.0,0,Elite Two-Way Big,584346,687466,790586,13.9,0.513,0.268,0.688,0.173,0.147,0.9,1.7,0.234,0.567,Megan Olbrys,0.007387911559223685
Allie Palmieri,UMass Minutewomen Women's,SR,G,29.0,2,High-Volume Wing/Guard,567130,667212,767293,12.9,0.382,0.314,0.768,0.103,0.068,0.1,1.2,0.21,0.491,Allie Palmieri,4.847667783015878e-06
Lilly Ferguson,UMass Minutewomen Women's,SR,G,30.0,3,Interior Specialist,431647,507820,583993,5.1,0.44,0.2,0.722,0.128,0.149,0.0,1.0,0.127,0.481,Lilly Ferguson,1.913120005599466e-05
Ashanti Lynch,Maryland-Eastern Shore Hawks Women's,SR,G,35.0,0,Elite Two-Way Big,550293,647404,744514,11.9,0.421,0.288,0.82,0.145,0.114,0.3,1.8,0.269,0.516,Ashanti Lynch,0.0013481617435095541
Brianna Barnes,Maryland-Eastern Shore Hawks Women's,SR,F,35.0,2,High-Volume Wing/Guard,515773,606792,697810,10.0,0.38,0.293,0.727,0.14,0.095,0.1,1.7,0.28,0.47,Brianna Barnes,2.493148151239731e-05
Dakieren Turner,Maryland-Eastern Shore Hawks Women's,SR,F,33.0,3,Interior Specialist,433592,510108,586624,5.2,0.328,0.143,0.722,0.088,0.143,0.3,0.8,0.135,0.399,Dakieren Turner,0.00011894376832287332
Carmen Yanez,UMBC Retrievers Women's,SR,G,32.0,1,Bench Guard/Wing,439502,517062,594621,5.5,0.307,0.281,0.879,0.252,0.037,0.0,0.9,0.127,0.432,Carmen Yanez,5.1927381895282744e-05
Tiara Bellamy,UMBC Retrievers Women's,SR,G,32.0,1,Bench Guard/Wing,572606,673654,774702,4.2,0.342,0.182,0.684,0.063,0.059,0.1,1.1,0.143,0.387,Tiara Bellamy,5.9115911770504555e-05
Yarden Garzon,Maryland Terrapins Women's,SR,G,33.0,2,High-Volume Wing/Guard,559851,658648,757445,12.5,0.405,0.367,0.875,0.156,0.068,0.4,1.1,0.188,0.542,Yarden Garzon,0.16179411245096947
Saylor Poffenbarger,Maryland Terrapins Women's,SR,G,31.0,0,Elite Two-Way Big,507856,597478,687099,9.5,0.385,0.309,0.74,0.174,0.133,0.6,1.9,0.176,0.494,Saylor Poffenbarger,0.13063586554572812
Timaya Lewis-Eutsey,Marshall Thundering Herd Women's,SR,G,37.0,2,High-Volume Wing/Guard,695665,818430,941194,20.0,0.502,0.222,0.75,0.333,0.07,0.8,3.8,0.345,0.568,Timaya Lewis-Eutsey,0.8293742512676809
Meredith Maier,Marshall Thundering Herd Women's,SR,F,37.0,2,High-Volume Wing/Guard,503121,591907,680694,9.2,0.358,0.351,0.808,0.088,0.074,0.7,0.9,0.182,0.513,Meredith Maier,0.0006797404386433684
Peyton Ilderton,Marshall Thundering Herd Women's,SR,G,37.0,2,High-Volume Wing/Guard,502653,591356,680060,9.2,0.384,0.363,0.796,0.154,0.041,0.0,2.0,0.157,0.556,Peyton Ilderton,1.0432556481978468e-05
Lee Volker,Marquette Golden Eagles Women's,SR,G,30.0,2,High-Volume Wing/Guard,550126,647206,744287,11.9,0.449,0.423,0.862,0.159,0.092,0.5,1.4,0.182,0.591,Lee Volker,0.12414046430517445
Jaidynn Mason,Marquette Golden Eagles Women's,SR,G,29.0,2,High-Volume Wing/Guard,499504,587652,675800,9.0,0.424,0.256,0.807,0.37,0.084,0.5,1.4,0.244,0.485,Jaidynn Mason,2.7633863819553777e-05
Lexie Tarul,Marist Red Foxes Women's,SR,G,31.0,2,High-Volume Wing/Guard,556417,654609,752800,12.3,0.375,0.339,0.764,0.097,0.086,0.4,1.5,0.227,0.508,Lexie Tarul,1.8332670137400538e-05
Jackie Piddock,Marist Red Foxes Women's,SR,G,31.0,1,Bench Guard/Wing,464496,546466,628436,7.0,0.328,0.344,0.879,0.237,0.043,0.0,1.1,0.161,0.479,Jackie Piddock,2.1315454756633576e-05
Brianna Davis,Manhattan Lady Jaspers Women's,SR,G,31.0,2,High-Volume Wing/Guard,617295,726229,835163,15.7,0.415,0.336,0.816,0.202,0.061,0.7,1.8,0.261,0.511,Brianna Davis,3.823712961854303e-05
Colette Mulderig,Manhattan Lady Jaspers Women's,SR,F,31.0,0,Elite Two-Way Big,526963,619956,712949,10.6,0.453,0.333,0.787,0.082,0.108,1.5,0.5,0.235,0.51,Colette Mulderig,9.382756845413456e-05
Elisa Solé Sanchez,Manhattan Lady Jaspers Women's,SR,G,31.0,2,High-Volume Wing/Guard,491100,577765,664429,8.5,0.317,0.263,0.806,0.277,0.058,0.1,1.6,0.284,0.406,Elisa Solé Sanchez,1.9316113149204303e-05
Hana Muhl,Manhattan Lady Jaspers Women's,SR,G,31.0,1,Bench Guard/Wing,469465,552312,635158,7.3,0.362,0.216,0.869,0.291,0.078,0.1,1.5,0.152,0.479,Hana Muhl,1.841597218187934e-05
Agar Farres Garcia,Manhattan Lady Jaspers Women's,SR,F,31.0,3,Interior Specialist,581666,684313,786960,4.7,0.375,0.143,0.484,0.143,0.161,0.3,1.5,0.131,0.4,Agar Farres Garcia,1.8612876918754517e-05
Adrianna Smith,Maine Black Bears Women's,SR,F,32.0,0,Elite Two-Way Big,745906,877536,1009166,22.8,0.451,0.333,0.775,0.414,0.179,0.8,1.8,0.39,0.514,Adrianna Smith,0.24541491921983447
Asta Blauenfeldt,Maine Black Bears Women's,SR,G,32.0,2,High-Volume Wing/Guard,534283,628568,722853,11.0,0.428,0.353,0.85,0.104,0.032,0.2,1.6,0.18,0.546,Asta Blauenfeldt,4.917851885378168e-06
Sarah Talon,Maine Black Bears Women's,SR,G,32.0,4,Efficient Role Player,496744,584405,672066,8.9,0.467,0.279,0.602,0.12,0.085,0.5,1.3,0.172,0.524,Sarah Talon,7.469569082390866e-06
Jess Lawson,Loyola Marymount Lions Women's,SR,G,31.0,0,Elite Two-Way Big,605148,711938,818729,15.0,0.425,0.372,0.742,0.187,0.189,0.1,2.2,0.287,0.515,Jess Lawson,0.06301701561744459
Andjela Matic,Loyola Marymount Lions Women's,SR,G,31.0,2,High-Volume Wing/Guard,524145,616641,709138,10.5,0.367,0.392,0.77,0.167,0.058,0.0,1.0,0.174,0.509,Andjela Matic,3.710973439481467e-05
Carly Heidger,Loyola Marymount Lions Women's,SR,G,31.0,1,Bench Guard/Wing,479429,564035,648640,7.9,0.42,0.281,0.837,0.082,0.066,0.0,1.1,0.148,0.519,Carly Heidger,1.4424412661678921e-05
Ivana Krajina,Loyola Marymount Lions Women's,SR,G,31.0,1,Bench Guard/Wing,448549,527705,606861,6.1,0.398,0.347,0.743,0.183,0.044,0.1,1.2,0.149,0.501,Ivana Krajina,1.1185277204627593e-05
Lex Therien,Loyola (MD) Greyhounds Women's,SR,F,30.0,0,Elite Two-Way Big,613530,721800,830070,15.5,0.545,0.286,0.717,0.232,0.19,0.3,1.5,0.315,0.577,Lex Therien,0.00014762000961329
Koi Sims,Loyola (MD) Greyhounds Women's,SR,F,30.0,3,Interior Specialist,487965,574076,660187,8.4,0.487,0.368,0.356,0.163,0.183,0.5,0.5,0.211,0.491,Koi Sims,9.451477340047017e-05
Kira Chivers,Loyola (IL) Ramblers Women's,SR,G,31.0,1,Bench Guard/Wing,432155,508418,584681,5.1,0.318,0.278,0.686,0.157,0.031,0.0,1.0,0.11,0.443,Kira Chivers,0.0006858336284504435
Laura Ziegler,Louisville Cardinals Women's,SR,F,37.0,0,Elite Two-Way Big,533735,627924,722112,11.0,0.452,0.361,0.911,0.175,0.133,0.5,0.6,0.193,0.545,Laura Ziegler,0.32021621742912454
Reyna Scott,Louisville Cardinals Women's,SR,G,37.0,2,High-Volume Wing/Guard,484906,570477,656049,8.2,0.453,0.34,0.739,0.192,0.055,0.4,1.2,0.196,0.521,Reyna Scott,0.09663062480318385
J'Mani Ingram,Louisiana-Monroe Warhawks Women's,SR,G,33.0,1,Bench Guard/Wing,539579,634799,730019,11.3,0.39,0.3,0.65,0.133,0.099,0.1,0.8,0.281,0.439,J'Mani Ingram,0.0001151045854103801
Nakiyah Mays-Prince,Louisiana-Monroe Warhawks Women's,SR,G,33.0,2,High-Volume Wing/Guard,537453,632297,727142,11.2,0.366,0.305,0.798,0.323,0.052,0.0,2.0,0.227,0.468,Nakiyah Mays-Prince,1.3044250652742222e-05
Marcavia Shavers,Louisiana-Monroe Warhawks Women's,SR,C,33.0,3,Interior Specialist,535328,629797,724267,11.1,0.498,0.0,0.543,0.069,0.177,0.2,0.6,0.219,0.507,Marcavia Shavers,0.00025152189115089504
Asjah Inniss,Louisiana-Monroe Warhawks Women's,SR,G,33.0,1,Bench Guard/Wing,473319,556846,640373,7.5,0.328,0.321,0.667,0.184,0.063,0.1,1.5,0.184,0.438,Asjah Inniss,9.241688680626364e-06
Keshumti Nichols,Louisiana-Monroe Warhawks Women's,SR,F,32.0,3,Interior Specialist,452767,532667,612567,6.3,0.442,0.238,0.617,0.066,0.094,0.4,1.4,0.176,0.476,Keshumti Nichols,0.0006776016262882507
Flau'jae Johnson,LSU Lady Tigers Women's,SR,G,35.0,2,High-Volume Wing/Guard,590791,695048,799306,14.2,0.465,0.393,0.693,0.148,0.084,0.7,1.3,0.243,0.545,Flau'jae Johnson,0.9581491295945158
Malea Brown,Longwood Lancers Women's,SR,G,31.0,2,High-Volume Wing/Guard,544489,640575,736661,11.6,0.377,0.352,0.789,0.2,0.071,0.2,2.8,0.199,0.496,Malea Brown,0.0006616890791472687
Jasmine Peaks,Longwood Lancers Women's,SR,G,30.0,2,High-Volume Wing/Guard,489690,576105,662521,8.5,0.375,0.342,0.769,0.227,0.046,0.0,1.8,0.17,0.486,Jasmine Peaks,1.1933917991327144e-05
JaMya Robinson,Longwood Lancers Women's,SR,G,31.0,1,Bench Guard/Wing,442526,520619,598712,5.7,0.409,0.333,0.5,0.072,0.098,0.1,1.1,0.153,0.44,JaMya Robinson,3.801214998480025e-05
Hannah Humphrey,LIU Sharks Women's,SR,G,32.0,1,Bench Guard/Wing,483800,569177,654553,8.1,0.37,0.354,0.774,0.068,0.046,0.2,1.0,0.183,0.516,Hannah Humphrey,4.9635634266979096e-05
Khylee Pepe,Long Beach State Beach Women's,SR,G,30.0,1,Bench Guard/Wing,503527,592385,681243,9.3,0.37,0.232,0.604,0.168,0.102,0.5,1.8,0.238,0.429,Khylee Pepe,1.5217763943415341e-05
Jordan Holman,Little Rock Trojans Women's,SR,F,31.0,0,Elite Two-Way Big,660426,776972,893518,18.1,0.407,0.29,0.807,0.124,0.119,0.9,1.6,0.294,0.517,Jordan Holman,0.003061779357636183
Alaina Payne,Little Rock Trojans Women's,SR,G,31.0,1,Bench Guard/Wing,455136,535455,615773,6.5,0.396,0.192,0.75,0.206,0.094,0.2,1.5,0.143,0.467,Alaina Payne,9.785099862088237e-06
Molly Heard,Lipscomb Bisons Women's,SR,G,30.0,0,Elite Two-Way Big,599205,704947,810689,14.7,0.443,0.298,0.721,0.207,0.1,0.7,2.2,0.281,0.538,Molly Heard,0.0001667285843377343
Taylor Bowen,Lipscomb Bisons Women's,SR,F,30.0,3,Interior Specialist,501216,589666,678116,9.1,0.441,0.31,0.624,0.119,0.132,0.1,0.8,0.191,0.519,Taylor Bowen,3.408036565076368e-05
Aleshia Jones,Lindenwood Lions Women's,SR,G,33.0,0,Elite Two-Way Big,609998,717644,825291,15.3,0.485,0.298,0.848,0.17,0.1,0.4,2.4,0.274,0.569,Aleshia Jones,0.006986920655333126
Lily Fandre,Lehigh Mountain Hawks Women's,SR,F,31.0,2,High-Volume Wing/Guard,610348,718057,825765,15.3,0.41,0.298,0.795,0.149,0.083,0.1,1.2,0.288,0.533,Lily Fandre,5.905647928856428e-05
Sierra Linnin,Le Moyne Dolphins Women's,SR,G,33.0,1,Bench Guard/Wing,507313,596839,686365,9.5,0.331,0.317,0.897,0.073,0.078,0.2,0.7,0.201,0.493,Sierra Linnin,7.614248336558825e-05
R'Mani Taylor,Lamar Lady Cardinals Women's,SR,G,30.0,1,Bench Guard/Wing,479355,563948,648540,7.9,0.393,0.328,0.702,0.245,0.038,0.1,1.2,0.221,0.47,R'Mani Taylor,2.481176277020544e-05
Ashleigh Connor,La Salle Explorers Women's,SR,G,33.0,2,High-Volume Wing/Guard,619789,729163,838538,15.8,0.44,0.356,0.804,0.27,0.09,0.2,2.0,0.25,0.555,Ashleigh Connor,0.002966120440013032
