player_name,team,class_year,position,games_played,archetype_id,archetype_name,draft_probability,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct
Gigi Cooke,West Virginia Mountaineers Women's,JR,G,35.0,2,High-Volume Wing/Guard,,604570,711259,817948,15.0,0.378,0.333,0.772,0.097,0.039,0.0,1.0,0.264,0.512
Kierra Wheeler,West Virginia Mountaineers Women's,SR,F,35.0,3,Interior Specialist,,576560,678306,780052,13.4,0.515,0.238,0.565,0.141,0.156,0.7,1.5,0.254,0.53
Jordan Harrison,West Virginia Mountaineers Women's,SR,G,34.0,2,High-Volume Wing/Guard,,571567,672432,773296,13.1,0.45,0.302,0.838,0.304,0.062,0.0,3.2,0.216,0.565
Sydney Shaw,West Virginia Mountaineers Women's,SR,G,35.0,2,High-Volume Wing/Guard,,561380,660447,759514,12.6,0.431,0.424,0.778,0.129,0.087,0.4,1.9,0.186,0.577
Carter McCray,West Virginia Mountaineers Women's,JR,C,34.0,4,Efficient Role Player,,455460,535835,616210,6.5,0.595,1.0,0.493,0.078,0.154,0.7,0.7,0.163,0.583
Riley Makalusky,West Virginia Mountaineers Women's,JR,G,35.0,4,Efficient Role Player,,582876,685736,788597,4.7,0.43,0.432,0.808,0.05,0.082,0.1,0.4,0.146,0.591
Sydney Woodley,West Virginia Mountaineers Women's,SR,G,35.0,3,Interior Specialist,,575479,677034,778590,4.3,0.482,0.12,0.837,0.057,0.085,0.0,1.2,0.136,0.562
Jordan Thomas,West Virginia Mountaineers Women's,SO,F,26.0,3,Interior Specialist,,564867,664550,764232,3.8,0.522,0.0,0.667,0.072,0.144,0.4,0.3,0.179,0.56
Célia Rivière,West Virginia Mountaineers Women's,SR,F,34.0,3,Interior Specialist,,547359,643951,740544,2.8,0.483,0.0,0.522,0.177,0.119,0.1,0.5,0.135,0.49
Loghan Johnson,West Virginia Mountaineers Women's,JR,G,24.0,1,Bench Guard/Wing,,523599,615999,708399,1.5,0.407,0.286,0.65,0.097,0.07,0.0,0.7,0.124,0.507
Madison Parrish,West Virginia Mountaineers Women's,FR,G,16.0,1,Bench Guard/Wing,,519348,610998,702648,1.3,0.296,0.167,0.5,0.138,0.08,0.1,0.3,0.244,0.363
Asia Donald,West Georgia Wolves Women's,SO,G,31.0,2,High-Volume Wing/Guard,,601685,707864,814044,14.8,0.44,0.294,0.795,0.101,0.089,0.1,1.1,0.264,0.543
Sydne Tolbert,West Georgia Wolves Women's,JR,G,31.0,2,High-Volume Wing/Guard,,598802,704472,810143,14.7,0.444,0.411,0.822,0.183,0.062,0.1,1.5,0.203,0.549
Jasmine Jones,West Georgia Wolves Women's,SR,G,31.0,2,High-Volume Wing/Guard,,583275,686206,789136,13.8,0.393,0.373,0.782,0.076,0.078,0.6,0.8,0.231,0.559
Destiny Jones,West Georgia Wolves Women's,SO,F,30.0,3,Interior Specialist,,534903,629298,723692,11.1,0.532,0.0,0.518,0.035,0.201,0.4,1.8,0.253,0.536
Grace O'Gara,West Georgia Wolves Women's,JR,G,30.0,2,High-Volume Wing/Guard,,513369,603964,694559,9.8,0.378,0.299,0.731,0.18,0.059,0.2,1.7,0.16,0.507
Gal-la Font,West Georgia Wolves Women's,JR,F,31.0,1,Bench Guard/Wing,,580473,682909,785346,4.6,0.357,0.293,0.773,0.067,0.091,0.2,0.7,0.135,0.466
Calie Thrower,West Georgia Wolves Women's,SR,G,27.0,4,Efficient Role Player,,525918,618727,711535,1.7,0.421,0.32,0.833,0.131,0.043,0.1,0.2,0.094,0.551
Becca Ledford,West Georgia Wolves Women's,SR,G,23.0,1,Bench Guard/Wing,,522423,614616,706808,1.5,0.27,0.2,1.0,0.068,0.036,0.0,0.1,0.189,0.417
Antoniette Emma-Nnopu,Weber State Wildcats Women's,SR,F,31.0,0,Elite Two-Way Big,,591317,695667,800017,14.3,0.523,0.386,0.768,0.243,0.196,1.4,2.1,0.259,0.605
Lanae Billy,Weber State Wildcats Women's,SR,G,33.0,2,High-Volume Wing/Guard,,547032,643568,740103,11.8,0.394,0.353,0.763,0.167,0.05,0.2,1.1,0.218,0.534
Hannah Robbins,Weber State Wildcats Women's,SO,G,33.0,2,High-Volume Wing/Guard,,527373,620438,713504,10.6,0.396,0.314,0.696,0.211,0.069,0.8,1.8,0.235,0.471
Sydney White,Weber State Wildcats Women's,JR,G,32.0,1,Bench Guard/Wing,,469309,552129,634948,7.3,0.333,0.233,0.738,0.244,0.044,0.0,1.3,0.179,0.424
Paris Lauro,Weber State Wildcats Women's,JR,F,33.0,4,Efficient Role Player,,449513,528839,608165,6.1,0.385,0.359,0.895,0.033,0.07,0.3,0.3,0.161,0.537
Makenna Shaffer,Weber State Wildcats Women's,JR,G,30.0,4,Efficient Role Player,,582700,685529,788358,4.7,0.41,0.32,0.743,0.039,0.088,0.1,0.5,0.16,0.512
Nicole Willardson,Weber State Wildcats Women's,JR,F,31.0,4,Efficient Role Player,,573314,674487,775660,4.2,0.376,0.476,0.833,0.11,0.13,0.7,0.4,0.148,0.517
Fui Niumeitolu,Weber State Wildcats Women's,SO,G,28.0,1,Bench Guard/Wing,,576404,678122,779841,4.4,0.327,0.281,0.816,0.09,0.051,0.0,0.4,0.176,0.451
Maya Davis,Weber State Wildcats Women's,SO,G,17.0,1,Bench Guard/Wing,,539730,634976,730223,2.4,0.362,0.214,0.571,0.179,0.085,0.1,0.4,0.192,0.407
Arizana Peaua,Weber State Wildcats Women's,JR,G,18.0,3,Interior Specialist,,532098,625998,719897,2.0,0.326,0.0,0.545,0.033,0.137,0.6,0.3,0.251,0.351
Japrix Stubbs,Weber State Wildcats Women's,JR,G,12.0,1,Bench Guard/Wing,,521281,613271,705262,1.4,0.375,0.222,0.75,0.039,0.048,0.3,0.2,0.115,0.475
Eleonora Villa,Washington State Cougars Women's,JR,G,34.0,2,High-Volume Wing/Guard,,630988,742339,853690,16.5,0.462,0.321,0.703,0.245,0.037,0.2,0.9,0.264,0.532
Charlotte Abraham,Washington State Cougars Women's,SO,G,34.0,0,Elite Two-Way Big,,521910,614011,706113,10.3,0.395,0.363,0.845,0.127,0.128,0.2,1.0,0.215,0.549
Malia Ruud,Washington State Cougars Women's,FR,F,34.0,4,Efficient Role Player,,490265,576782,663299,8.5,0.465,0.357,0.545,0.098,0.091,0.4,0.6,0.199,0.518
Keandra Koorits,Washington State Cougars Women's,SO,G,34.0,1,Bench Guard/Wing,,459974,541146,622318,6.7,0.381,0.235,0.833,0.096,0.08,0.1,0.5,0.238,0.458
Mackenzie Chatfield,Washington State Cougars Women's,JR,G,34.0,1,Bench Guard/Wing,,579473,681733,783993,4.6,0.391,0.0,0.881,0.247,0.079,0.0,1.0,0.139,0.453
Tanja Valancic,Washington State Cougars Women's,FR,F,34.0,1,Bench Guard/Wing,,556073,654204,752334,3.3,0.361,0.207,0.583,0.145,0.099,0.1,0.8,0.137,0.429
Lauren Glazier,Washington State Cougars Women's,SR,F-C,25.0,1,Bench Guard/Wing,,555071,653025,750979,3.2,0.347,0.2,0.909,0.148,0.112,0.4,0.2,0.264,0.392
Marta Alsina,Washington State Cougars Women's,SO,G,32.0,1,Bench Guard/Wing,,540207,635537,730868,2.4,0.326,0.149,0.611,0.151,0.079,0.2,0.8,0.131,0.388
Malvina Haziri,Washington State Cougars Women's,FR,G,30.0,1,Bench Guard/Wing,,535188,629632,724077,2.2,0.262,0.254,1.0,0.11,0.048,0.0,0.2,0.179,0.378
Jean Chiu,Washington State Cougars Women's,SR,G,32.0,1,Bench Guard/Wing,,509490,599400,689310,0.8,0.333,0.231,0.5,0.104,0.049,0.0,0.3,0.102,0.392
Sayvia Sellers,Washington Huskies Women's,JR,G,33.0,2,High-Volume Wing/Guard,,658668,774903,891139,18.0,0.473,0.354,0.82,0.269,0.053,0.8,1.6,0.292,0.582
Avery Howell,Washington Huskies Women's,SO,G,33.0,0,Elite Two-Way Big,,589958,694068,798178,14.2,0.508,0.431,0.763,0.079,0.139,0.4,1.4,0.175,0.659
Brynn McGaughy,Washington Huskies Women's,FR,F,33.0,3,Interior Specialist,,504158,593127,682096,9.3,0.48,0.185,0.7,0.114,0.118,1.0,0.4,0.25,0.513
Elle Ladine,Washington Huskies Women's,SR,G,27.0,1,Bench Guard/Wing,,514336,605101,695866,9.9,0.396,0.315,0.788,0.14,0.102,0.4,0.4,0.214,0.484
Hannah Stines,Washington Huskies Women's,SR,G,33.0,1,Bench Guard/Wing,,460354,541594,622833,6.8,0.372,0.273,0.643,0.151,0.089,0.4,1.2,0.163,0.428
Devin Coppinger,Washington Huskies Women's,SO,G,33.0,4,Efficient Role Player,,565773,665615,765458,3.8,0.423,0.265,0.655,0.058,0.069,0.1,0.6,0.129,0.505
Sienna Harvey,Washington Huskies Women's,FR,G,26.0,1,Bench Guard/Wing,,564867,664550,764232,3.8,0.432,0.353,0.727,0.13,0.092,0.0,0.2,0.244,0.498
Chloe Briggs,Washington Huskies Women's,JR,G,26.0,1,Bench Guard/Wing,,532811,626837,720862,2.0,0.298,0.238,0.714,0.117,0.088,0.0,0.2,0.122,0.439
Teagan Brown,Washington Huskies Women's,SR,G,28.0,1,Bench Guard/Wing,,524151,616649,709146,1.6,0.404,0.125,0.556,0.043,0.067,0.1,0.8,0.094,0.429
Olivia Anderson,Washington Huskies Women's,JR,F,10.0,3,Interior Specialist,,526536,619454,712372,1.7,0.353,0.2,0.5,0.081,0.138,1.0,0.2,0.29,0.409
Shayla Gillmer,Washington Huskies Women's,SR,F,11.0,3,Interior Specialist,,508488,598221,687954,0.7,0.333,0.0,0.5,0.027,0.132,0.3,0.4,0.113,0.367
Grace Oliver,Wake Forest Demon Deacons Women's,SO,F,29.0,4,Efficient Role Player,,592249,696764,801278,14.3,0.604,0.388,0.737,0.123,0.111,0.6,1.2,0.208,0.669
Mary Carter,Wake Forest Demon Deacons Women's,JR,G,32.0,2,High-Volume Wing/Guard,,533188,627280,721372,11.0,0.402,0.34,0.864,0.083,0.087,0.7,0.8,0.196,0.522
Milan Brown,Wake Forest Demon Deacons Women's,FR,G,31.0,3,Interior Specialist,,498349,586293,674237,9.0,0.435,0.421,0.568,0.227,0.142,0.2,1.0,0.258,0.468
Caitlyn Jones,Wake Forest Demon Deacons Women's,FR,G,28.0,4,Efficient Role Player,,486569,572434,658299,8.3,0.528,0.375,0.656,0.291,0.069,0.0,0.7,0.244,0.566
Aurora Sørbye,Wake Forest Demon Deacons Women's,SO,G,32.0,4,Efficient Role Player,,467169,549611,632052,7.2,0.432,0.379,0.759,0.191,0.036,0.0,0.8,0.152,0.568
Opal Bird,Wake Forest Demon Deacons Women's,FR,F,32.0,1,Bench Guard/Wing,,436858,513950,591043,5.4,0.361,0.276,0.636,0.21,0.073,0.7,0.8,0.165,0.454
Emily Johns,Wake Forest Demon Deacons Women's,SR,F,29.0,1,Bench Guard/Wing,,559565,658312,757059,3.5,0.381,0.238,0.815,0.229,0.054,0.0,0.6,0.253,0.46
Kennedy Moore,Wake Forest Demon Deacons Women's,SO,F,32.0,1,Bench Guard/Wing,,547154,643711,740268,2.8,0.337,0.297,0.692,0.169,0.11,0.4,0.3,0.175,0.408
Madisyn Jordan,Wake Forest Demon Deacons Women's,JR,G,32.0,1,Bench Guard/Wing,,538470,633494,728518,2.3,0.298,0.277,0.389,0.065,0.061,0.1,0.2,0.155,0.405
Grace Galbavy,Wake Forest Demon Deacons Women's,FR,G,21.0,4,Efficient Role Player,,536511,631190,725868,2.2,0.405,0.333,0.833,0.095,0.077,0.5,0.4,0.162,0.524
Savannah Metcalfe,Wake Forest Demon Deacons Women's,FR,F,14.0,3,Interior Specialist,,524151,616649,709146,1.6,0.5,0.0,0.5,0.081,0.112,0.5,0.0,0.203,0.505
Lijirin Doyinsola Modesayor,Wagner Seahawks Women's,JR,C,30.0,3,Interior Specialist,,534903,629298,723692,11.1,0.442,0.0,0.589,0.075,0.175,0.7,1.1,0.318,0.478
Irene Fernandez de Caleya,Wagner Seahawks Women's,SR,G,27.0,1,Bench Guard/Wing,,515625,606618,697611,10.0,0.406,0.254,0.645,0.161,0.096,0.2,1.6,0.19,0.468
Keana Foz,Wagner Seahawks Women's,SO,G,27.0,1,Bench Guard/Wing,,505326,594501,683676,9.4,0.381,0.2,0.627,0.193,0.062,0.1,2.0,0.223,0.422
Klea Kaci,Wagner Seahawks Women's,JR,G,26.0,1,Bench Guard/Wing,,468445,551112,633778,7.2,0.343,0.288,0.857,0.14,0.039,0.2,0.5,0.218,0.483
Priscila Varela,Wagner Seahawks Women's,SR,G,30.0,1,Bench Guard/Wing,,439538,517103,594669,5.5,0.299,0.275,0.563,0.072,0.043,0.2,1.4,0.155,0.371
Angelie Ricard,Wagner Seahawks Women's,SR,G,30.0,1,Bench Guard/Wing,,559884,658687,757491,3.5,0.356,0.143,0.889,0.113,0.065,0.1,0.4,0.162,0.415
Alivia Landy,Wagner Seahawks Women's,FR,G,30.0,3,Interior Specialist,,543835,639806,735777,2.6,0.391,0.2,0.742,0.128,0.109,0.4,0.9,0.186,0.472
Raneem Elbarky,Wagner Seahawks Women's,SR,F,16.0,3,Interior Specialist,,427360,502776,578193,4.8,0.382,0.0,0.576,0.075,0.115,0.2,0.4,0.243,0.42
Maria Doreste,Wagner Seahawks Women's,SR,G,30.0,1,Bench Guard/Wing,,539512,634720,729928,2.4,0.274,0.18,0.5,0.22,0.048,0.1,1.3,0.151,0.348
Malia Mpondo,Wagner Seahawks Women's,SR,F,27.0,3,Interior Specialist,,539649,634881,730114,2.4,0.443,0.2,0.417,0.111,0.087,0.1,0.4,0.164,0.449
Carleigh Wenzel,Virginia Tech Hokies Women's,JR,G,33.0,2,High-Volume Wing/Guard,,606198,713174,820150,15.1,0.333,0.326,0.768,0.215,0.06,0.5,0.9,0.285,0.469
Carys Baker,Virginia Tech Hokies Women's,JR,F,33.0,0,Elite Two-Way Big,,591578,695974,800371,14.3,0.429,0.379,0.754,0.08,0.112,1.1,0.5,0.206,0.528
Kilah Freelon,Virginia Tech Hokies Women's,SR,G-F,32.0,3,Interior Specialist,,508119,597787,687455,9.5,0.513,0.0,0.755,0.073,0.169,1.3,1.2,0.177,0.559
Samyha Suffren,Virginia Tech Hokies Women's,JR,G,32.0,1,Bench Guard/Wing,,495663,583133,670603,8.8,0.42,0.25,0.783,0.149,0.084,0.1,1.5,0.243,0.478
Melannie Daley,Virginia Tech Hokies Women's,SR,G,33.0,1,Bench Guard/Wing,,483213,568486,653759,8.1,0.442,0.25,0.738,0.06,0.073,0.4,0.9,0.215,0.48
Mackenzie Nelson,Virginia Tech Hokies Women's,SO,G,32.0,1,Bench Guard/Wing,,481111,566013,650915,8.0,0.387,0.292,0.737,0.336,0.058,0.1,1.4,0.16,0.479
Leila Wells,Virginia Tech Hokies Women's,SO,G,33.0,1,Bench Guard/Wing,,559043,657698,756352,3.5,0.331,0.25,0.556,0.113,0.06,0.2,0.5,0.149,0.399
Kayl Petersen,Virginia Tech Hokies Women's,SO,G,32.0,3,Interior Specialist,,536153,630768,725383,2.2,0.357,0.158,0.857,0.091,0.141,0.4,0.4,0.135,0.444
Sophie Swanson,Virginia Tech Hokies Women's,JR,G,21.0,1,Bench Guard/Wing,,537394,632228,727063,2.3,0.262,0.189,0.692,0.086,0.06,0.0,0.2,0.26,0.357
Katarina Knezevic,VCU Rams Women's,SO,F,29.0,2,High-Volume Wing/Guard,,521680,613741,705802,10.3,0.354,0.281,0.638,0.161,0.117,0.4,1.4,0.272,0.428
Cyriah Griffin,VCU Rams Women's,SO,G,31.0,1,Bench Guard/Wing,,473889,557517,641144,7.5,0.36,0.261,0.767,0.192,0.044,0.1,0.9,0.225,0.442
Makennah White,VCU Rams Women's,SR,F,24.0,1,Bench Guard/Wing,,473059,556540,640021,7.5,0.373,0.333,0.714,0.078,0.112,0.1,0.5,0.248,0.465
Ann Zachariah,VCU Rams Women's,JR,F,30.0,1,Bench Guard/Wing,,427149,502528,577908,4.8,0.34,0.297,0.76,0.084,0.081,0.2,0.6,0.205,0.429
Daija Preston,VCU Rams Women's,FR,G,23.0,1,Bench Guard/Wing,,435663,512544,589426,5.3,0.323,0.081,0.607,0.149,0.086,0.1,1.4,0.162,0.356
Tyrielle Williams,VCU Rams Women's,SR,G,25.0,1,Bench Guard/Wing,,577276,679148,781020,4.4,0.331,0.324,0.75,0.192,0.057,0.1,1.2,0.15,0.449
Patricia Augustin,VCU Rams Women's,FR,G,16.0,1,Bench Guard/Wing,,457026,537678,618330,6.6,0.364,0.311,0.594,0.11,0.095,0.2,1.9,0.172,0.46
Lucia Sotelo Miguez,VCU Rams Women's,JR,F,31.0,4,Efficient Role Player,,555406,653418,751431,3.3,0.595,0.333,0.857,0.082,0.074,0.0,0.4,0.122,0.613
Laia Crespín,VCU Rams Women's,FR,G,28.0,1,Bench Guard/Wing,,541365,636900,732435,2.5,0.232,0.294,0.773,0.176,0.044,0.0,0.6,0.105,0.379
Tanya Tkachenko,VCU Rams Women's,SR,F,29.0,1,Bench Guard/Wing,,535933,630510,725086,2.2,0.413,0.267,0.533,0.133,0.08,0.2,0.2,0.138,0.456
Isabel Whitelaw,VCU Rams Women's,SO,F,11.0,1,Bench Guard/Wing,,513550,604176,694803,1.0,0.125,0.143,0.833,0.074,0.08,0.0,0.2,0.207,0.292
Kymora Johnson,Virginia Cavaliers Women's,JR,G,34.0,2,High-Volume Wing/Guard,,685474,806441,927407,19.5,0.409,0.361,0.839,0.319,0.067,0.2,2.1,0.273,0.544
Paris Clark,Virginia Cavaliers Women's,SR,G,34.0,2,High-Volume Wing/Guard,,511664,601958,692252,9.7,0.429,0.333,0.683,0.183,0.084,0.6,1.7,0.18,0.516
Tabitha Amanze,Virginia Cavaliers Women's,SR,F,34.0,3,Interior Specialist,,503493,592345,681197,9.3,0.482,0.0,0.719,0.074,0.145,1.3,0.9,0.229,0.524
Romi Levy,Virginia Cavaliers Women's,SR,F,33.0,4,Efficient Role Player,,485823,571556,657290,8.2,0.48,0.367,0.84,0.147,0.082,0.7,1.2,0.161,0.569
Caitlin Weimar,Virginia Cavaliers Women's,SR,F,34.0,3,Interior Specialist,,476088,560103,644118,7.7,0.59,0.333,0.762,0.044,0.142,1.4,0.4,0.152,0.634
Gabby White,Virginia Cavaliers Women's,FR,G,34.0,3,Interior Specialist,,448453,527591,606730,6.1,0.443,0.083,0.5,0.242,0.118,0.5,0.5,0.255,0.46
Sa'Myah Smith,Virginia Cavaliers Women's,SR,F,23.0,3,Interior Specialist,,479405,564006,648607,7.9,0.448,0.206,0.667,0.094,0.139,0.7,0.6,0.174,0.486
Adeang Ring,Virginia Cavaliers Women's,SO,F,29.0,3,Interior Specialist,,561480,660565,759649,3.6,0.385,0.25,0.545,0.069,0.118,0.6,0.4,0.187,0.454
Jillian Brown,Virginia Cavaliers Women's,SR,G,32.0,1,Bench Guard/Wing,,545997,642349,738701,2.8,0.323,0.322,0.75,0.119,0.076,0.3,0.4,0.137,0.446
Breona Hurd,Virginia Cavaliers Women's,SO,F,23.0,4,Efficient Role Player,,561896,661054,760213,3.6,0.452,0.261,0.677,0.046,0.071,0.6,0.3,0.171,0.541
Raiane Dos Santos,Virginia Cavaliers Women's,JR,G,13.0,1,Bench Guard/Wing,,537801,632707,727614,2.3,0.314,0.273,0.5,0.079,0.035,0.1,0.3,0.184,0.407
Jasmine Bascoe,Villanova Wildcats Women's,SO,G,33.0,2,High-Volume Wing/Guard,,675217,794373,913529,18.9,0.4,0.276,0.839,0.328,0.071,0.1,2.0,0.344,0.477
Brynn McCurry,Villanova Wildcats Women's,JR,F,33.0,0,Elite Two-Way Big,,528962,622308,715655,10.7,0.529,0.364,0.842,0.223,0.116,0.5,1.0,0.201,0.608
Kennedy Henry,Villanova Wildcats Women's,FR,G,31.0,2,High-Volume Wing/Guard,,498907,586950,674992,9.0,0.41,0.305,0.71,0.173,0.085,0.9,2.3,0.184,0.497
Denae Carter,Villanova Wildcats Women's,SR,F,32.0,0,Elite Two-Way Big,,492423,579321,666219,8.6,0.525,0.435,0.653,0.211,0.138,1.2,1.5,0.227,0.56
Ryanne Allen,Villanova Wildcats Women's,SR,G,32.0,4,Efficient Role Player,,475740,559695,643649,7.7,0.494,0.44,0.789,0.104,0.07,0.3,0.4,0.175,0.666
Kelsey Joens,Villanova Wildcats Women's,JR,G,33.0,4,Efficient Role Player,,436665,513724,590783,5.4,0.404,0.361,0.833,0.057,0.085,0.1,0.8,0.135,0.562
Brooke Bender,Villanova Wildcats Women's,FR,F,32.0,4,Efficient Role Player,,583008,685891,788775,4.8,0.417,0.36,1.0,0.047,0.096,0.2,0.7,0.15,0.574
Dani Ceseretti,Villanova Wildcats Women's,SO,G,32.0,1,Bench Guard/Wing,,568559,668893,769227,4.0,0.381,0.421,0.938,0.119,0.068,0.4,0.7,0.13,0.475
Kylee Watson,Villanova Wildcats Women's,SR,F,25.0,3,Interior Specialist,,538029,632976,727922,2.3,0.412,0.0,0.727,0.128,0.101,0.5,0.2,0.149,0.472
MD Ntambue,Villanova Wildcats Women's,FR,G,25.0,1,Bench Guard/Wing,,522455,614653,706851,1.5,0.357,0.333,0.556,0.159,0.063,0.0,0.6,0.122,0.4
Rachel Wirts,Villanova Wildcats Women's,SO,F,17.0,1,Bench Guard/Wing,,512458,602892,693326,0.9,0.304,0.286,0.0,0.029,0.113,0.1,0.1,0.145,0.341
Annie Welde,Villanova Wildcats Women's,SR,F,12.0,1,Bench Guard/Wing,,504268,593257,682245,0.5,0.222,0.25,0.5,0.128,0.088,0.0,0.0,0.227,0.302
Nikola Priede,Vermont Catamounts Women's,SR,C,35.0,0,Elite Two-Way Big,,647267,761490,875714,17.4,0.599,0.0,0.66,0.152,0.137,1.5,0.9,0.259,0.608
Keira Hanson,Vermont Catamounts Women's,SR,G,35.0,2,High-Volume Wing/Guard,,592829,697446,802063,14.3,0.452,0.427,0.768,0.107,0.046,0.3,1.3,0.241,0.545
Jadyn Weltz,Vermont Catamounts Women's,SR,G,35.0,2,High-Volume Wing/Guard,,544764,640899,737034,11.6,0.371,0.34,0.845,0.246,0.075,0.1,1.4,0.253,0.479
Malia Lenz,Vermont Catamounts Women's,JR,G,35.0,3,Interior Specialist,,472324,555675,639027,7.5,0.452,0.318,0.556,0.052,0.143,0.4,1.2,0.138,0.538
Emma Haan,Vermont Catamounts Women's,SO,G,35.0,1,Bench Guard/Wing,,439215,516724,594232,5.5,0.342,0.289,0.788,0.09,0.081,0.2,0.7,0.134,0.476
Jacklynn Hosier,Vermont Catamounts Women's,FR,G,34.0,1,Bench Guard/Wing,,542455,638182,733909,2.6,0.367,0.355,0.818,0.074,0.054,0.2,0.4,0.136,0.486
Catherine Gilwee,Vermont Catamounts Women's,SR,G,10.0,1,Bench Guard/Wing,,442362,520426,598490,5.7,0.369,0.091,0.875,0.116,0.036,0.1,0.7,0.168,0.414
Piper Risdon,Vermont Catamounts Women's,SO,F,18.0,3,Interior Specialist,,525918,618727,711535,1.7,0.4,0.286,0.545,0.0,0.129,0.2,0.0,0.207,0.496
Mikayla Blakes,Vanderbilt Commodores Women's,SO,G,34.0,2,High-Volume Wing/Guard,,825497,971173,1116849,27.0,0.456,0.359,0.861,0.26,0.066,0.3,2.9,0.345,0.581
Aubrey Galvan,Vanderbilt Commodores Women's,FR,G,34.0,2,High-Volume Wing/Guard,,577828,679798,781768,13.5,0.422,0.33,0.785,0.27,0.055,0.1,2.6,0.21,0.518
Justine Pissott,Vanderbilt Commodores Women's,SR,G-F,34.0,4,Efficient Role Player,,535796,630349,724901,11.1,0.437,0.422,0.765,0.123,0.086,0.9,0.4,0.168,0.596
Ndjakalenga Mwenentanda,Vanderbilt Commodores Women's,SR,G,34.0,4,Efficient Role Player,,462988,544692,626396,6.9,0.472,0.303,0.817,0.075,0.098,0.4,1.0,0.163,0.575
Jada Brown,Vanderbilt Commodores Women's,SR,G,34.0,1,Bench Guard/Wing,,462360,543953,625546,3.2,0.353,0.333,0.824,0.091,0.03,0.1,1.0,0.096,0.495
Aga Makurat,Vanderbilt Commodores Women's,JR,G,31.0,4,Efficient Role Player,,554808,652716,750623,3.2,0.427,0.393,1.0,0.085,0.083,0.2,0.3,0.147,0.589
Ava Black,Vanderbilt Commodores Women's,FR,F,30.0,3,Interior Specialist,,546305,642712,739119,2.8,0.522,0.261,0.7,0.086,0.127,0.1,0.7,0.128,0.578
Monique Williams,Vanderbilt Commodores Women's,FR,F,14.0,1,Bench Guard/Wing,,510898,601057,691215,0.9,0.4,0.5,0.375,0.027,0.042,0.0,0.0,0.128,0.435
Fiona Connolly,Valparaiso Beacons Women's,SR,G,30.0,2,High-Volume Wing/Guard,,563063,662428,761792,12.7,0.388,0.254,0.672,0.194,0.065,0.3,1.1,0.287,0.475
Allia von Schlegell,Valparaiso Beacons Women's,FR,G,32.0,1,Bench Guard/Wing,,537021,631789,726558,11.2,0.349,0.352,0.865,0.105,0.035,0.0,0.8,0.212,0.488
Milana Nenadic,Valparaiso Beacons Women's,JR,F,32.0,3,Interior Specialist,,506491,595872,685253,9.4,0.379,0.27,0.727,0.107,0.141,0.2,0.5,0.316,0.43
Kayla Sullivan,Valparaiso Beacons Women's,JR,F,29.0,1,Bench Guard/Wing,,579342,681579,783815,4.6,0.27,0.178,0.633,0.153,0.086,0.3,0.5,0.199,0.354
Kayla Preston,Valparaiso Beacons Women's,JR,F,31.0,1,Bench Guard/Wing,,560780,659741,758702,3.5,0.349,0.233,0.771,0.03,0.071,0.3,0.6,0.174,0.438
Mikayla Huffine,Valparaiso Beacons Women's,SO,G,32.0,1,Bench Guard/Wing,,558149,656646,755143,3.4,0.267,0.25,0.694,0.208,0.044,0.2,0.7,0.128,0.358
Mor Shabtai,Valparaiso Beacons Women's,SO,G,24.0,1,Bench Guard/Wing,,562198,661409,760621,3.6,0.254,0.243,0.333,0.155,0.054,0.0,0.5,0.142,0.326
Autumn Dibb,Valparaiso Beacons Women's,FR,G,32.0,1,Bench Guard/Wing,,539628,634856,730085,2.4,0.222,0.057,0.719,0.141,0.093,0.3,0.7,0.159,0.291
Kennedy Sproule,Valparaiso Beacons Women's,JR,F,27.0,1,Bench Guard/Wing,,523170,615494,707818,1.5,0.233,0.25,0.5,0.037,0.071,0.2,0.2,0.135,0.336
Kylie Waytashek,Valparaiso Beacons Women's,SO,F,13.0,1,Bench Guard/Wing,,549202,646120,743039,2.9,0.291,0.129,0.5,0.043,0.069,0.4,0.1,0.195,0.334
Isabella Anderson,Valparaiso Beacons Women's,FR,G,20.0,1,Bench Guard/Wing,,512622,603085,693547,1.0,0.143,0.2,0.5,0.093,0.038,0.0,0.0,0.145,0.239
Bella Swedlund,Valparaiso Beacons Women's,JR,G,16.0,1,Bench Guard/Wing,,503107,591891,680675,0.4,0.1,0.083,0.25,0.0,0.094,0.0,0.1,0.293,0.147
Cheyenne Rowe,UTSA Roadrunners Women's,JR,F,33.0,3,Interior Specialist,,585101,688354,791607,13.9,0.445,0.25,0.737,0.077,0.143,0.9,0.6,0.236,0.491
Ereauna Hardaway,UTSA Roadrunners Women's,SR,G,33.0,2,High-Volume Wing/Guard,,539047,634173,729299,11.3,0.416,0.426,0.725,0.339,0.066,0.0,1.6,0.213,0.523
Damara Allen,UTSA Roadrunners Women's,SO,G,34.0,1,Bench Guard/Wing,,486207,572008,657809,8.3,0.353,0.328,0.736,0.151,0.091,0.1,0.8,0.205,0.456
Idara Udo,UTSA Roadrunners Women's,JR,F,26.0,3,Interior Specialist,,504239,593222,682206,9.3,0.428,0.167,0.655,0.102,0.162,0.7,0.8,0.245,0.472
