player_name,team,class_year,position,games_played,archetype_id,archetype_name,draft_probability,proj_salary_low,proj_salary_mid,proj_salary_high,pts_per_game,fg_pct,fg3_pct,ft_pct,ast_pct,reb_pct,blk_per_game,stl_per_game,usg_pct,ts_pct
Abby Graham,North Dakota State Bison Women's,SR,G,31.0,1,Bench Guard/Wing,,564362,663955,763549,3.7,0.382,0.422,0.917,0.049,0.046,0.3,0.3,0.14,0.539
Amelia Hobson,North Dakota State Bison Women's,SO,G,33.0,1,Bench Guard/Wing,,546698,643174,739651,2.8,0.33,0.257,0.75,0.078,0.078,0.5,0.4,0.137,0.448
Miriley Simon,North Dakota State Bison Women's,JR,F,29.0,3,Interior Specialist,,537211,632013,726815,2.3,0.475,0.364,0.545,0.171,0.193,0.1,0.1,0.224,0.514
Mackenzie Hughes,North Dakota Fighting Hawks Women's,SR,G,31.0,2,High-Volume Wing/Guard,,554710,652600,750491,12.2,0.364,0.25,0.833,0.279,0.048,0.1,0.9,0.242,0.492
Walker Demers,North Dakota Fighting Hawks Women's,SR,C,26.0,0,Elite Two-Way Big,,517610,608953,700296,10.1,0.488,0.25,0.686,0.153,0.162,1.4,0.6,0.243,0.537
Ava Miller,North Dakota Fighting Hawks Women's,SO,F,31.0,3,Interior Specialist,,480539,565340,650141,7.9,0.466,0.325,0.714,0.152,0.159,0.6,0.5,0.191,0.548
Mikayla Aumer,North Dakota Fighting Hawks Women's,SR,G,31.0,1,Bench Guard/Wing,,453488,533515,613543,6.4,0.33,0.27,0.865,0.101,0.046,0.1,0.4,0.203,0.47
Sydney Piekny,North Dakota Fighting Hawks Women's,SO,G,30.0,1,Bench Guard/Wing,,436717,513784,590852,5.4,0.355,0.344,0.739,0.055,0.037,0.2,0.5,0.146,0.53
Lauren Hillesheim,North Dakota Fighting Hawks Women's,FR,G,28.0,1,Bench Guard/Wing,,434140,510753,587366,5.2,0.32,0.267,0.7,0.093,0.076,0.0,0.7,0.2,0.436
London Harris,North Dakota Fighting Hawks Women's,FR,G,26.0,1,Bench Guard/Wing,,581230,683800,786370,4.7,0.396,0.2,0.676,0.115,0.069,0.0,0.4,0.168,0.471
Skyler Volmer,North Dakota Fighting Hawks Women's,SO,G,30.0,1,Bench Guard/Wing,,567287,667396,767506,3.9,0.407,0.208,0.75,0.164,0.062,0.1,0.3,0.196,0.52
Finley Ohnstad,North Dakota Fighting Hawks Women's,SO,G,22.0,1,Bench Guard/Wing,,548943,645816,742688,2.9,0.295,0.271,0.833,0.083,0.067,0.3,0.2,0.233,0.396
Mataeya Mathern,North Dakota Fighting Hawks Women's,SO,G,29.0,3,Interior Specialist,,532098,625998,719897,2.0,0.4,0.25,0.684,0.061,0.116,0.0,0.7,0.115,0.491
Hanna Miller,North Dakota Fighting Hawks Women's,SR,F,23.0,1,Bench Guard/Wing,,514357,605125,695894,1.0,0.211,0.158,0.5,0.188,0.099,0.0,0.3,0.154,0.281
Kendra Harvey,North Dakota Fighting Hawks Women's,FR,G,10.0,1,Bench Guard/Wing,,533952,628179,722405,2.1,0.24,0.118,0.5,0.046,0.101,0.0,0.3,0.201,0.332
Anaiyah Fletcher,North Dakota Fighting Hawks Women's,FR,F,14.0,3,Interior Specialist,,512224,602617,693009,0.9,0.231,0.0,0.778,0.0,0.223,0.1,0.1,0.224,0.376
Miranda Vanderwal,North Dakota Fighting Hawks Women's,SR,C,13.0,1,Bench Guard/Wing,,509267,599137,689008,0.8,0.375,0.0,0.8,0.077,0.017,0.2,0.1,0.21,0.482
Morgan Callahan,North Carolina Central Eagles Women's,SR,F,28.0,3,Interior Specialist,,546271,642672,739073,11.7,0.399,0.0,0.473,0.103,0.116,0.5,1.8,0.242,0.419
Aniya Finger,North Carolina Central Eagles Women's,SR,G-F,26.0,0,Elite Two-Way Big,,548591,645401,742211,11.8,0.418,0.421,0.605,0.099,0.146,0.2,1.5,0.298,0.47
Aysia Hinton,North Carolina Central Eagles Women's,JR,G,29.0,1,Bench Guard/Wing,,455667,536079,616491,6.5,0.332,0.324,0.5,0.06,0.047,0.2,1.2,0.155,0.477
Najah Lane,North Carolina Central Eagles Women's,SR,G,29.0,1,Bench Guard/Wing,,443356,521595,599834,5.8,0.292,0.194,0.753,0.236,0.051,0.2,1.4,0.154,0.399
Natalie Jasper,North Carolina Central Eagles Women's,SR,G,24.0,1,Bench Guard/Wing,,460937,542278,623620,6.8,0.376,0.297,0.817,0.139,0.052,0.1,1.1,0.205,0.513
Tierney Coleman,North Carolina Central Eagles Women's,SR,G,22.0,2,High-Volume Wing/Guard,,469942,552873,635804,7.3,0.413,0.424,0.783,0.254,0.08,0.3,1.8,0.175,0.564
Nia Young,North Carolina Central Eagles Women's,SR,G,29.0,1,Bench Guard/Wing,,574240,675577,776913,4.3,0.31,0.244,0.619,0.102,0.079,0.3,0.6,0.202,0.383
Dianna Blake,North Carolina Central Eagles Women's,SO,F,29.0,4,Efficient Role Player,,565309,665069,764830,3.8,0.461,0.5,0.585,0.046,0.12,0.6,0.2,0.133,0.507
Amaya Harris,North Carolina Central Eagles Women's,FR,G,29.0,1,Bench Guard/Wing,,546795,643288,739781,2.8,0.284,0.269,0.533,0.17,0.058,0.1,0.8,0.187,0.37
Victoria Morris,North Carolina Central Eagles Women's,SO,G,25.0,1,Bench Guard/Wing,,543959,639952,735944,2.6,0.338,0.182,0.563,0.137,0.111,0.2,0.8,0.202,0.397
Shakiria Foster,North Carolina Central Eagles Women's,SO,G,15.0,1,Bench Guard/Wing,,565437,665219,765002,3.8,0.304,0.139,0.667,0.082,0.065,0.2,0.7,0.228,0.374
Chaniya Clark,North Carolina A&T Aggies Women's,SR,C,28.0,0,Elite Two-Way Big,,567697,667878,768060,12.9,0.46,0.268,0.769,0.106,0.162,1.6,0.5,0.26,0.561
D’Mya Tucker,North Carolina A&T Aggies Women's,SR,G,27.0,1,Bench Guard/Wing,,528550,621823,715097,10.7,0.396,0.301,0.735,0.159,0.06,0.3,0.9,0.204,0.483
Paris Locke,North Carolina A&T Aggies Women's,JR,F,25.0,1,Bench Guard/Wing,,537942,632872,727803,11.2,0.387,0.196,0.611,0.259,0.103,0.1,0.9,0.218,0.446
Crystal Hardy,North Carolina A&T Aggies Women's,FR,G,29.0,1,Bench Guard/Wing,,449211,528484,607756,6.1,0.384,0.355,0.75,0.123,0.049,0.1,0.5,0.194,0.543
Anaya Karriem,North Carolina A&T Aggies Women's,FR,F,30.0,3,Interior Specialist,,440102,517767,595433,5.6,0.397,0.333,0.744,0.103,0.14,0.4,0.7,0.294,0.473
Darrionna Howard,North Carolina A&T Aggies Women's,JR,F,25.0,3,Interior Specialist,,449492,528815,608137,6.1,0.423,0.0,0.493,0.093,0.122,0.3,0.6,0.169,0.44
Elliott Jessup,North Carolina A&T Aggies Women's,SO,F,30.0,1,Bench Guard/Wing,,569137,669573,770009,4.0,0.362,0.28,0.577,0.103,0.059,0.2,0.7,0.131,0.467
Jamyia Lindsey,North Carolina A&T Aggies Women's,FR,G,29.0,1,Bench Guard/Wing,,571689,672575,773461,4.1,0.36,0.3,0.66,0.185,0.057,0.2,1.1,0.121,0.485
Ja'naya Meyers,North Carolina A&T Aggies Women's,FR,G,27.0,4,Efficient Role Player,,549255,646183,743110,2.9,0.483,0.4,0.576,0.208,0.092,0.1,1.0,0.249,0.522
Jordan Brown,North Carolina A&T Aggies Women's,SR,G,15.0,1,Bench Guard/Wing,,579002,681178,783355,4.5,0.301,0.25,0.633,0.143,0.089,0.4,1.2,0.209,0.39
Eva Andrews,North Carolina A&T Aggies Women's,SO,G,11.0,1,Bench Guard/Wing,,545576,641854,738132,2.7,0.367,0.389,0.333,0.115,0.038,0.0,0.3,0.211,0.477
Rachel Griffin,North Carolina A&T Aggies Women's,SO,F,16.0,3,Interior Specialist,,525145,617817,710490,1.6,0.435,0.0,0.5,0.049,0.092,0.4,0.2,0.185,0.453
Nyla Harris,UNC Tar Heels Women's,SR,F,35.0,3,Interior Specialist,,540749,636175,731602,11.4,0.576,0.133,0.787,0.071,0.162,0.3,1.0,0.22,0.619
Indya Nivar,UNC Tar Heels Women's,SR,G,35.0,0,Elite Two-Way Big,,526737,619691,712644,10.6,0.451,0.313,0.6,0.233,0.101,0.5,2.7,0.22,0.506
Lanie Grant,UNC Tar Heels Women's,SO,G,34.0,4,Efficient Role Player,,530646,624289,717933,10.8,0.44,0.419,0.814,0.136,0.037,0.1,0.6,0.181,0.594
Elina Aarnisalo,UNC Tar Heels Women's,SO,G,36.0,4,Efficient Role Player,,519658,611363,703067,10.2,0.473,0.404,0.761,0.2,0.071,0.2,0.9,0.207,0.551
Ciera Toomey,UNC Tar Heels Women's,JR,F,36.0,3,Interior Specialist,,494583,581862,669141,8.8,0.544,0.296,0.654,0.114,0.149,1.5,0.7,0.181,0.597
Nyla Brooks,UNC Tar Heels Women's,FR,G,36.0,1,Bench Guard/Wing,,491703,578475,665246,8.6,0.366,0.377,0.596,0.096,0.098,0.4,0.8,0.25,0.487
Reniya Kelly,UNC Tar Heels Women's,JR,G,23.0,1,Bench Guard/Wing,,449670,529023,608377,6.1,0.286,0.323,0.781,0.142,0.045,0.1,1.3,0.176,0.385
Laila Hull,UNC Tar Heels Women's,JR,G,31.0,4,Efficient Role Player,,569734,670275,770816,4.0,0.368,0.34,0.692,0.106,0.086,0.4,0.6,0.171,0.52
Taliyah Henderson,UNC Tar Heels Women's,FR,G,33.0,4,Efficient Role Player,,563530,662976,762423,3.7,0.568,0.286,0.483,0.048,0.109,0.0,0.6,0.167,0.599
Taissa Queiroz,UNC Tar Heels Women's,FR,G,25.0,3,Interior Specialist,,546182,642567,738952,2.8,0.492,0.0,0.7,0.13,0.13,0.2,0.3,0.149,0.509
Jordan Zubich,UNC Tar Heels Women's,SO,G,17.0,1,Bench Guard/Wing,,533189,627281,721373,2.1,0.324,0.323,0.75,0.044,0.03,0.0,0.1,0.178,0.487
Blanca Thomas,UNC Tar Heels Women's,SO,C,20.0,4,Efficient Role Player,,526536,619454,712372,1.7,0.457,1.0,0.2,0.111,0.149,0.2,0.0,0.175,0.455
Liza Astakhova,UNC Tar Heels Women's,FR,F,12.0,3,Interior Specialist,,533643,627815,721987,2.1,0.345,0.2,0.75,0.067,0.118,0.0,0.0,0.287,0.405
Sydney Barker,UNC Tar Heels Women's,JR,G,16.0,1,Bench Guard/Wing,,503107,591891,680675,0.4,0.25,0.167,0.0,0.197,0.082,0.0,0.1,0.14,0.27
Alexsandra Alvarado,North Alabama Lions Women's,SR,G,31.0,2,High-Volume Wing/Guard,,582127,684856,787584,13.7,0.388,0.303,0.764,0.243,0.065,0.3,1.3,0.262,0.506
Sofia Ceppellotti,North Alabama Lions Women's,SO,F,27.0,4,Efficient Role Player,,542830,638624,734417,11.5,0.433,0.303,0.767,0.087,0.077,0.5,0.6,0.185,0.533
Katie Criswell,North Alabama Lions Women's,JR,G,31.0,1,Bench Guard/Wing,,488873,575145,661417,8.4,0.346,0.312,0.438,0.109,0.048,0.6,0.7,0.183,0.401
India Howard,North Alabama Lions Women's,SR,F,31.0,4,Efficient Role Player,,483314,568605,653896,8.1,0.6,1.0,0.667,0.138,0.147,1.1,0.6,0.206,0.612
Gabby Jackson,North Alabama Lions Women's,FR,F,31.0,1,Bench Guard/Wing,,476658,560774,644890,7.7,0.377,0.273,0.613,0.108,0.133,0.2,0.9,0.189,0.445
Jazzy Klinge,North Alabama Lions Women's,SR,F,31.0,3,Interior Specialist,,579877,682208,784539,4.6,0.548,0.0,0.571,0.146,0.143,0.5,1.0,0.131,0.558
Venla Ulander,North Alabama Lions Women's,FR,F,29.0,1,Bench Guard/Wing,,548072,644791,741510,2.9,0.39,0.289,0.667,0.125,0.087,0.0,0.2,0.175,0.485
Bukky Akinsola,North Alabama Lions Women's,SR,G,13.0,1,Bench Guard/Wing,,452685,532571,612457,6.3,0.289,0.192,0.611,0.277,0.074,0.2,1.5,0.252,0.335
Greta Ramon,North Alabama Lions Women's,FR,G,31.0,1,Bench Guard/Wing,,533294,627405,721516,2.1,0.245,0.146,0.5,0.151,0.037,0.2,0.5,0.192,0.3
Alyssa Clutter,North Alabama Lions Women's,SR,G,11.0,1,Bench Guard/Wing,,427456,502889,578322,4.8,0.308,0.375,0.581,0.135,0.086,0.1,0.5,0.182,0.397
Da'Brya Clark,Norfolk State Spartans Women's,JR,G,32.0,2,High-Volume Wing/Guard,,585050,688294,791539,13.9,0.327,0.313,0.738,0.161,0.083,1.0,2.4,0.26,0.462
Jasha Clinton,Norfolk State Spartans Women's,SR,G,33.0,2,High-Volume Wing/Guard,,571109,671893,772677,13.1,0.417,0.241,0.748,0.277,0.063,0.4,3.5,0.243,0.482
Anjanae Richardson,Norfolk State Spartans Women's,JR,G,33.0,1,Bench Guard/Wing,,523138,615457,707775,10.4,0.339,0.203,0.614,0.186,0.07,0.3,2.2,0.226,0.39
Cire Worley,Norfolk State Spartans Women's,JR,G,33.0,4,Efficient Role Player,,471240,554400,637560,7.4,0.389,0.314,0.779,0.09,0.083,0.1,1.0,0.134,0.53
LeAire Nicks,Norfolk State Spartans Women's,SO,C,32.0,3,Interior Specialist,,437915,515194,592474,5.4,0.462,0.5,0.69,0.074,0.116,0.4,0.8,0.177,0.494
Carmen Kweti,Norfolk State Spartans Women's,SR,F,29.0,3,Interior Specialist,,573602,674826,776050,4.2,0.372,0.091,0.667,0.08,0.19,1.4,1.1,0.177,0.428
Ciara Bailey,Norfolk State Spartans Women's,SR,C,24.0,3,Interior Specialist,,430522,506496,582471,5.0,0.43,0.0,0.629,0.04,0.129,2.1,0.6,0.177,0.459
Niyah Gaston,Norfolk State Spartans Women's,SO,G,30.0,1,Bench Guard/Wing,,557416,655784,754151,3.4,0.359,0.358,0.857,0.022,0.056,0.0,0.2,0.166,0.53
Jenesis Hill,Norfolk State Spartans Women's,JR,G,32.0,1,Bench Guard/Wing,,543102,638943,734785,2.6,0.33,0.189,0.522,0.034,0.086,0.0,0.9,0.134,0.385
Iyanna Rogers,Norfolk State Spartans Women's,SR,F,15.0,1,Bench Guard/Wing,,516024,607087,698150,1.1,0.333,1.0,0.5,0.092,0.118,0.3,0.1,0.141,0.371
Alejandra Zuniga,NJIT Highlanders Women's,SR,G,26.0,2,High-Volume Wing/Guard,,655176,770795,886415,17.8,0.409,0.287,0.675,0.269,0.063,0.2,1.2,0.34,0.497
Olivia Kulyk,NJIT Highlanders Women's,SO,G,31.0,4,Efficient Role Player,,598225,703794,809364,14.6,0.455,0.373,0.774,0.074,0.078,1.2,0.7,0.215,0.562
Marissa Gingrich,NJIT Highlanders Women's,JR,G,27.0,4,Efficient Role Player,,532438,626398,720357,10.9,0.46,0.315,0.743,0.133,0.073,0.3,0.9,0.205,0.557
Allison Cannon,NJIT Highlanders Women's,SO,G,32.0,4,Efficient Role Player,,499990,588223,676456,9.1,0.566,0.286,0.772,0.206,0.068,0.6,1.6,0.18,0.607
Ava Locklear,NJIT Highlanders Women's,SO,F,32.0,0,Elite Two-Way Big,,497826,585677,673529,8.9,0.472,0.409,0.683,0.09,0.177,1.0,0.9,0.205,0.551
Madilyn Dogs,NJIT Highlanders Women's,JR,G,31.0,1,Bench Guard/Wing,,554211,652013,749815,3.2,0.327,0.313,0.579,0.09,0.111,0.5,0.9,0.126,0.387
Mackenzie Wright-Rawls,NJIT Highlanders Women's,JR,F,27.0,1,Bench Guard/Wing,,532785,626806,720826,2.0,0.435,0.0,0.517,0.103,0.066,0.6,0.4,0.135,0.46
Olivia O'Meally,NJIT Highlanders Women's,SO,F,28.0,1,Bench Guard/Wing,,518851,610413,701975,1.3,0.368,0.333,0.5,0.073,0.095,0.2,0.2,0.115,0.441
Avery O'Roke,NJIT Highlanders Women's,SR,G,20.0,4,Efficient Role Player,,524681,617272,709863,1.6,0.542,0.333,0.4,0.042,0.052,0.0,0.1,0.126,0.607
Mia Angeli Gestosani,NJIT Highlanders Women's,FR,G,27.0,1,Bench Guard/Wing,,514237,604985,695733,1.0,0.333,0.235,0.0,0.044,0.044,0.1,0.1,0.151,0.379
Piper Engelby,NJIT Highlanders Women's,SO,G,28.0,1,Bench Guard/Wing,,506257,595597,684937,0.6,0.206,0.053,0.333,0.037,0.062,0.0,0.2,0.124,0.231
Sh'Diamond McKnight,Nicholls State Colonels Women's,SR,G,31.0,2,High-Volume Wing/Guard,,555848,653939,752030,12.3,0.339,0.248,0.717,0.185,0.078,0.1,1.8,0.334,0.431
Marie Kenembeni,Nicholls State Colonels Women's,SR,F,31.0,0,Elite Two-Way Big,,514024,604734,695444,9.9,0.449,0.289,0.747,0.081,0.119,0.8,1.1,0.268,0.515
Jesslynn Jalomo,Nicholls State Colonels Women's,SO,G,31.0,1,Bench Guard/Wing,,487761,573836,659911,8.4,0.359,0.313,0.875,0.105,0.041,0.2,0.7,0.156,0.519
Tanita Swift,Nicholls State Colonels Women's,JR,G,24.0,1,Bench Guard/Wing,,507576,597148,686720,9.5,0.317,0.125,0.655,0.157,0.083,0.1,2.4,0.23,0.39
Jasmine Matthews,Nicholls State Colonels Women's,JR,G,27.0,3,Interior Specialist,,479101,563648,648195,7.9,0.478,0.308,0.68,0.098,0.109,0.0,0.4,0.294,0.515
Anyra Wilson,Nicholls State Colonels Women's,FR,G,31.0,1,Bench Guard/Wing,,448549,527705,606861,6.1,0.436,0.125,0.783,0.192,0.079,0.2,2.1,0.119,0.517
Emani Burks,Nicholls State Colonels Women's,SR,F,31.0,3,Interior Specialist,,429433,505216,580998,4.9,0.424,0.263,0.565,0.105,0.139,1.0,1.2,0.146,0.461
Sanaiya Morris,Nicholls State Colonels Women's,SR,G,27.0,1,Bench Guard/Wing,,567767,667961,768155,3.9,0.347,0.214,0.8,0.109,0.047,0.0,0.7,0.176,0.453
Laryn Scott,Nicholls State Colonels Women's,SO,F,31.0,3,Interior Specialist,,548237,644985,741733,2.9,0.474,0.0,0.773,0.051,0.111,0.3,0.4,0.108,0.515
Reese Hoadley,Nicholls State Colonels Women's,FR,G,23.0,1,Bench Guard/Wing,,523230,615564,707899,1.5,0.217,0.186,0.5,0.05,0.049,0.0,0.3,0.211,0.287
Talia Dial,Niagara Purple Eagles Women's,SR,F,29.0,1,Bench Guard/Wing,,546444,642876,739307,11.7,0.305,0.289,0.797,0.08,0.032,0.2,1.1,0.224,0.429
Chasity Wilson,Niagara Purple Eagles Women's,FR,G,26.0,1,Bench Guard/Wing,,490929,577563,664198,8.5,0.31,0.254,0.589,0.197,0.045,0.2,1.5,0.255,0.375
Kenedie Haruna,Niagara Purple Eagles Women's,FR,F,26.0,3,Interior Specialist,,448760,527953,607146,6.1,0.335,0.271,0.585,0.079,0.124,0.6,1.1,0.247,0.405
Katarina Veljovic,Niagara Purple Eagles Women's,FR,G,27.0,3,Interior Specialist,,574618,676021,777424,4.3,0.425,0.25,0.51,0.091,0.082,0.2,1.4,0.138,0.449
Caliana Fenceroy,Niagara Purple Eagles Women's,SR,G,19.0,1,Bench Guard/Wing,,439419,516963,594508,5.5,0.257,0.213,0.696,0.154,0.049,0.1,1.3,0.219,0.33
Jisca Bila,Niagara Purple Eagles Women's,FR,G,29.0,1,Bench Guard/Wing,,548072,644791,741510,2.9,0.291,0.224,1.0,0.089,0.045,0.1,0.9,0.166,0.368
Lauren Banks,New Orleans Privateers Women's,SR,G,30.0,1,Bench Guard/Wing,,502950,591705,680461,9.2,0.323,0.238,0.771,0.088,0.093,0.4,1.1,0.192,0.432
Braille Washington,New Orleans Privateers Women's,SR,G,28.0,1,Bench Guard/Wing,,513784,604451,695119,9.9,0.307,0.294,0.629,0.118,0.05,0.1,1.3,0.269,0.385
Shanihya Brown,New Orleans Privateers Women's,SR,G,29.0,2,High-Volume Wing/Guard,,506678,596092,685506,9.4,0.385,0.222,0.678,0.332,0.055,0.0,2.4,0.24,0.459
Jayla Kimbrough,New Orleans Privateers Women's,SR,G,28.0,1,Bench Guard/Wing,,468163,550780,633397,7.2,0.328,0.045,0.723,0.084,0.107,0.5,0.8,0.225,0.38
Hailee Brennen,New Orleans Privateers Women's,SR,F,30.0,3,Interior Specialist,,432210,508482,584754,5.1,0.441,0.3,0.467,0.063,0.103,0.7,0.2,0.163,0.481
Jayla Owen,New Orleans Privateers Women's,SR,G,28.0,1,Bench Guard/Wing,,569137,669573,770009,4.0,0.288,0.208,0.667,0.145,0.047,0.0,0.4,0.174,0.391
Aaliyah Ellis,New Orleans Privateers Women's,SR,G,24.0,1,Bench Guard/Wing,,578385,680453,782521,4.5,0.372,0.28,0.923,0.085,0.057,0.0,0.9,0.147,0.508
Mariah Hart,New Orleans Privateers Women's,FR,G,30.0,1,Bench Guard/Wing,,561735,660865,759995,3.6,0.333,0.167,0.733,0.232,0.037,0.1,0.5,0.17,0.421
Sharon Smith,New Orleans Privateers Women's,JR,G,24.0,1,Bench Guard/Wing,,542909,638716,734524,2.6,0.39,0.4,0.353,0.189,0.078,0.0,0.4,0.21,0.462
Sephora Kayolo,New Orleans Privateers Women's,SR,G,16.0,3,Interior Specialist,,563355,662770,762186,3.7,0.338,0.261,0.818,0.069,0.136,0.1,0.1,0.189,0.42
Trinity Bane,New Orleans Privateers Women's,JR,F,11.0,4,Efficient Role Player,,557360,655718,754075,3.4,0.447,0.375,0.0,0.044,0.057,0.7,0.4,0.138,0.458
Lucia Yenes,New Mexico State Aggies Women's,SR,F,30.0,0,Elite Two-Way Big,,561296,660348,759401,12.6,0.423,0.293,0.75,0.126,0.104,0.8,1.5,0.269,0.475
Imani Warren,New Mexico State Aggies Women's,JR,G,30.0,2,High-Volume Wing/Guard,,553649,651352,749054,12.1,0.432,0.25,0.67,0.237,0.081,0.8,2.0,0.311,0.484
Anna Csenyi,New Mexico State Aggies Women's,SR,G,30.0,1,Bench Guard/Wing,,440102,517767,595433,5.6,0.321,0.275,0.632,0.048,0.025,0.2,0.6,0.173,0.42
Morane Dossou,New Mexico State Aggies Women's,JR,F,29.0,3,Interior Specialist,,430522,506496,582471,5.0,0.462,0.333,0.478,0.114,0.213,0.7,0.7,0.185,0.471
Keira Hudson,New Mexico State Aggies Women's,FR,G,30.0,1,Bench Guard/Wing,,583316,686254,789192,4.8,0.361,0.348,0.821,0.111,0.04,0.1,0.7,0.243,0.489
Loes Rozing,New Mexico State Aggies Women's,SR,G,30.0,1,Bench Guard/Wing,,557416,655784,754151,3.4,0.32,0.25,0.5,0.071,0.066,0.1,0.9,0.119,0.381
Emma Christiano,New Mexico State Aggies Women's,JR,G,30.0,1,Bench Guard/Wing,,548775,645618,742460,2.9,0.409,0.375,0.643,0.224,0.05,0.0,1.3,0.107,0.46
DeAvion Wilson,New Mexico State Aggies Women's,FR,G,27.0,1,Bench Guard/Wing,,529351,622766,716181,1.9,0.351,0.0,0.435,0.24,0.061,0.0,0.7,0.147,0.368
Lucia Lara,New Mexico State Aggies Women's,SO,F,26.0,1,Bench Guard/Wing,,526393,619286,712179,1.7,0.4,0.5,0.154,0.057,0.12,0.1,0.7,0.142,0.392
Iyana Beh,New Mexico State Aggies Women's,JR,F,16.0,3,Interior Specialist,,526304,619181,712058,1.7,0.481,0.0,0.167,0.029,0.109,0.4,0.2,0.139,0.452
Nikki Stanic,New Mexico State Aggies Women's,JR,G,26.0,1,Bench Guard/Wing,,509980,599977,689974,0.8,0.182,0.125,0.5,0.04,0.053,0.1,0.1,0.176,0.234
Destinee Hooks,New Mexico Lobos Women's,JR,G,32.0,2,High-Volume Wing/Guard,,575609,677188,778766,13.4,0.401,0.303,0.737,0.097,0.073,0.2,0.9,0.313,0.49
Cacia Antonio,New Mexico Lobos Women's,JR,G,29.0,3,Interior Specialist,,521680,613741,705802,10.3,0.413,0.309,0.697,0.13,0.107,0.3,1.4,0.236,0.486
Joana Magalhães,New Mexico Lobos Women's,SO,G,30.0,1,Bench Guard/Wing,,494295,581523,668752,8.7,0.4,0.232,0.653,0.141,0.047,0.1,1.6,0.221,0.469
Nayli Padilla,New Mexico Lobos Women's,SO,G,32.0,2,High-Volume Wing/Guard,,482186,567278,652370,8.0,0.367,0.351,0.725,0.147,0.065,0.2,1.3,0.189,0.496
Laila Abdurraqib,New Mexico Lobos Women's,FR,G,32.0,4,Efficient Role Player,,472523,555909,639296,7.5,0.404,0.379,0.71,0.122,0.056,0.2,0.7,0.18,0.549
Alyssa Hargrove,New Mexico Lobos Women's,SR,G,32.0,1,Bench Guard/Wing,,456494,537051,617609,6.5,0.348,0.259,0.76,0.192,0.069,0.4,1.6,0.179,0.432
Jessie Joaquim,New Mexico Lobos Women's,JR,F,30.0,3,Interior Specialist,,569137,669573,770009,4.0,0.544,0.0,0.579,0.038,0.21,0.2,0.6,0.115,0.555
Drew Jordon,New Mexico Lobos Women's,JR,G,32.0,1,Bench Guard/Wing,,547154,643711,740268,2.8,0.41,0.333,0.68,0.135,0.082,0.1,0.6,0.192,0.474
Clarissa Craig,New Mexico Lobos Women's,SR,F-C,10.0,4,Efficient Role Player,,455961,536425,616888,6.5,0.564,1.0,0.8,0.08,0.15,0.6,0.5,0.191,0.639
Kaia Foster,New Mexico Lobos Women's,FR,G,21.0,1,Bench Guard/Wing,,543571,639495,735419,2.6,0.31,0.286,0.778,0.047,0.12,0.3,0.0,0.25,0.442
Tyler Jones,New Mexico Lobos Women's,FR,G,24.0,1,Bench Guard/Wing,,513550,604176,694803,1.0,0.205,0.067,0.417,0.225,0.05,0.0,0.5,0.201,0.241
Aniya McDonald-Perry,New Haven Chargers Women's,JR,G,29.0,3,Interior Specialist,,540386,635748,731110,11.4,0.453,0.0,0.787,0.158,0.147,1.0,2.7,0.188,0.522
Lindsay Hogan,New Haven Chargers Women's,SR,F,27.0,2,High-Volume Wing/Guard,,548691,645519,742347,11.9,0.387,0.288,0.806,0.171,0.09,0.5,1.0,0.213,0.477
Addisen Sulikowski,New Haven Chargers Women's,SO,,29.0,4,Efficient Role Player,,503089,591869,680650,9.2,0.418,0.375,0.741,0.096,0.101,0.2,0.9,0.173,0.532
Schuyler Coles,New Haven Chargers Women's,SO,G,26.0,1,Bench Guard/Wing,,459897,541055,622213,6.7,0.367,0.281,0.854,0.118,0.049,0.1,0.8,0.21,0.472
Teaira Kelley,New Haven Chargers Women's,FR,,26.0,1,Bench Guard/Wing,,442231,520272,598313,5.7,0.411,0.0,0.549,0.16,0.083,0.0,1.0,0.22,0.435
Jasmine Mckay,New Haven Chargers Women's,FR,,26.0,1,Bench Guard/Wing,,439625,517205,594786,5.5,0.336,0.277,0.707,0.208,0.034,0.0,0.7,0.296,0.46
Renelle Grannum,New Haven Chargers Women's,SO,G,28.0,1,Bench Guard/Wing,,530112,623661,717210,1.9,0.221,0.231,0.6,0.215,0.062,0.1,0.5,0.132,0.285
Katelyn Simpson,New Haven Chargers Women's,JR,G,23.0,1,Bench Guard/Wing,,524036,616513,708990,1.6,0.25,0.0,0.75,0.209,0.075,0.1,0.5,0.162,0.324
Eveani Okwuosa,New Haven Chargers Women's,JR,G,23.0,1,Bench Guard/Wing,,515163,606075,696986,1.1,0.191,0.071,0.667,0.094,0.058,0.0,0.7,0.15,0.244
Katie Drozd,New Haven Chargers Women's,SO,G,12.0,3,Interior Specialist,,530553,624180,717807,1.9,0.4,0.364,0.778,0.0,0.147,0.0,0.2,0.253,0.597
Shannon McCarthy,New Haven Chargers Women's,FR,,16.0,1,Bench Guard/Wing,,517029,608270,699510,1.2,0.4,1.0,0.5,0.113,0.09,0.1,0.1,0.166,0.434
Eva DeChent,New Hampshire Wildcats Women's,JR,G,30.0,0,Elite Two-Way Big,,660485,777041,893597,18.1,0.431,0.301,0.8,0.197,0.099,0.7,1.9,0.345,0.527
